entry,at,order
"The player ""Danial @ kMYSUvj9gu"" quits the game with a stack of 0.00.",2023-03-15T04:01:56.254Z,167885291625400
"-- ending hand #112 --",2023-03-15T04:01:50.244Z,167885291024402
"""Joel @ DdWeAYaTSY"" collected 1.10 from pot with Flush, Qd High (combination: Q♦, 8♦, 6♦, 5♦, 3♦)",2023-03-15T04:01:50.244Z,167885291024401
"""Joel @ DdWeAYaTSY"" collected 9.50 from pot with Flush, Qd High (combination: Q♦, 8♦, 6♦, 5♦, 3♦)",2023-03-15T04:01:50.244Z,167885291024400
"River: 2♣, A♠, 8♦, 5♦ [Q♦]",2023-03-15T04:01:46.186Z,167885290618600
"""Joel @ DdWeAYaTSY"" shows a 6♦, 3♦.",2023-03-15T04:01:42.182Z,167885290218202
"""Juli @ dmawfvSpk0"" shows a K♣, A♦.",2023-03-15T04:01:42.182Z,167885290218201
"""Danial @ kMYSUvj9gu"" shows a Q♥, A♥.",2023-03-15T04:01:42.182Z,167885290218200
"Some players choose to not run it twice.",2023-03-15T04:01:41.373Z,167885290137301
"""Danial @ kMYSUvj9gu"" chooses to not run it twice.",2023-03-15T04:01:41.373Z,167885290137300
"""Joel @ DdWeAYaTSY"" chooses to  run it twice.",2023-03-15T04:01:39.562Z,167885289956200
"Remaining players decide whether to run it twice.",2023-03-15T04:01:38.193Z,167885289819301
"""Joel @ DdWeAYaTSY"" calls 0.23 and go all in",2023-03-15T04:01:38.193Z,167885289819300
"""Juli @ dmawfvSpk0"" bets 0.23",2023-03-15T04:01:28.895Z,167885288889500
"Turn: 2♣, A♠, 8♦ [5♦]",2023-03-15T04:01:21.559Z,167885288155900
"""Joel @ DdWeAYaTSY"" calls 0.32",2023-03-15T04:01:20.706Z,167885288070600
"""Juli @ dmawfvSpk0"" bets 0.32",2023-03-15T04:01:16.911Z,167885287691100
"Flop:  [2♣, A♠, 8♦]",2023-03-15T04:01:09.844Z,167885286984400
"""dorothy @ wzpnFqlu9P"" folds",2023-03-15T04:01:08.971Z,167885286897100
"""qipanda @ ZzutxssYJ7"" folds",2023-03-15T04:01:08.080Z,167885286808000
"""Andrew @ yhDVFE17BV"" folds",2023-03-15T04:01:07.197Z,167885286719700
"""Ayatollah Cum @ P89jLhJu-g"" folds",2023-03-15T04:01:06.330Z,167885286633000
"""Joel @ DdWeAYaTSY"" calls 3.10",2023-03-15T04:00:55.691Z,167885285569100
"""Juli @ dmawfvSpk0"" calls 3.10",2023-03-15T04:00:40.495Z,167885284049500
"""Danial @ kMYSUvj9gu"" raises to 3.10 and go all in",2023-03-15T04:00:36.378Z,167885283637800
"""dorothy @ wzpnFqlu9P"" raises to 0.08",2023-03-15T04:00:32.241Z,167885283224100
"""qipanda @ ZzutxssYJ7"" calls 0.04",2023-03-15T04:00:25.629Z,167885282562900
"The admin ""qipanda @ ZzutxssYJ7"" enqueued the game stop on next hand.",2023-03-15T04:00:21.475Z,167885282147500
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-15T04:00:15.582Z,167885281558200
"""Ayatollah Cum @ P89jLhJu-g"" calls 0.04",2023-03-15T04:00:12.533Z,167885281253300
"""sunny @ WuCshiDEpw"" folds",2023-03-15T04:00:11.204Z,167885281120400
"""Joel @ DdWeAYaTSY"" posts a big blind of 0.04",2023-03-15T04:00:09.392Z,167885280939211
"""Juli @ dmawfvSpk0"" posts a small blind of 0.02",2023-03-15T04:00:09.392Z,167885280939210
"Your hand is 10♦, 10♠",2023-03-15T04:00:09.392Z,167885280939203
"Player stacks: #1 ""qipanda @ ZzutxssYJ7"" (10.55) | #2 ""dorothy @ wzpnFqlu9P"" (29.00) | #3 ""Danial @ kMYSUvj9gu"" (3.10) | #6 ""Juli @ dmawfvSpk0"" (6.38) | #7 ""Joel @ DdWeAYaTSY"" (3.65) | #8 ""sunny @ WuCshiDEpw"" (20.47) | #9 ""Ayatollah Cum @ P89jLhJu-g"" (3.11) | #10 ""Andrew @ yhDVFE17BV"" (17.63)",2023-03-15T04:00:09.392Z,167885280939201
"-- starting hand #112 (id: hteajerdav3t)  (No Limit Texas Hold'em) (dealer: ""Danial @ kMYSUvj9gu"") --",2023-03-15T04:00:09.392Z,167885280939200
"""Juli @ dmawfvSpk0"" shows a Q♦, Q♥.",2023-03-15T04:00:05.582Z,167885280558200
"Undealt cards: K♥, K♦, 5♥, 3♣ [10♥]",2023-03-15T04:00:05.264Z,167885280526400
"""Andrew @ yhDVFE17BV"" shows a 8♦, 8♠.",2023-03-15T04:00:03.378Z,167885280337800
"-- ending hand #111 --",2023-03-15T04:00:02.015Z,167885280201502
"""Juli @ dmawfvSpk0"" collected 2.97 from pot",2023-03-15T04:00:02.015Z,167885280201501
"Uncalled bet of 0.36 returned to ""Juli @ dmawfvSpk0""",2023-03-15T04:00:02.015Z,167885280201500
"""Andrew @ yhDVFE17BV"" folds",2023-03-15T04:00:01.104Z,167885280110400
"""Juli @ dmawfvSpk0"" bets 0.36",2023-03-15T03:59:59.217Z,167885279921700
"Turn: K♥, K♦, 5♥ [3♣]",2023-03-15T03:59:50.448Z,167885279044800
"""Andrew @ yhDVFE17BV"" calls 0.20",2023-03-15T03:59:49.573Z,167885278957300
"""Joel @ DdWeAYaTSY"" folds",2023-03-15T03:59:42.742Z,167885278274200
"""Juli @ dmawfvSpk0"" bets 0.20",2023-03-15T03:59:40.699Z,167885278069900
"Flop:  [K♥, K♦, 5♥]",2023-03-15T03:59:28.827Z,167885276882700
"""qipanda @ ZzutxssYJ7"" folds",2023-03-15T03:59:27.978Z,167885276797800
"""Andrew @ yhDVFE17BV"" calls 0.70",2023-03-15T03:59:24.183Z,167885276418300
"""Ayatollah Cum @ P89jLhJu-g"" folds",2023-03-15T03:59:22.570Z,167885276257000
"""sunny @ WuCshiDEpw"" folds",2023-03-15T03:59:21.715Z,167885276171500
"""Joel @ DdWeAYaTSY"" calls 0.70",2023-03-15T03:59:20.830Z,167885276083000
"""Juli @ dmawfvSpk0"" raises to 0.70",2023-03-15T03:59:09.354Z,167885274935400
"""Danial @ kMYSUvj9gu"" folds",2023-03-15T03:59:00.690Z,167885274069000
"""dorothy @ wzpnFqlu9P"" folds",2023-03-15T03:58:55.830Z,167885273583000
"""qipanda @ ZzutxssYJ7"" raises to 0.37",2023-03-15T03:58:53.146Z,167885273314600
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-15T03:58:34.353Z,167885271435300
"""Ayatollah Cum @ P89jLhJu-g"" calls 0.04",2023-03-15T03:58:28.165Z,167885270816500
"""sunny @ WuCshiDEpw"" calls 0.04",2023-03-15T03:58:26.836Z,167885270683600
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-15T03:58:25.141Z,167885270514100
"""Juli @ dmawfvSpk0"" posts a big blind of 0.04",2023-03-15T03:58:22.633Z,167885270263311
"""Danial @ kMYSUvj9gu"" posts a small blind of 0.02",2023-03-15T03:58:22.633Z,167885270263310
"Your hand is 4♦, J♦",2023-03-15T03:58:22.633Z,167885270263303
"Player stacks: #1 ""qipanda @ ZzutxssYJ7"" (10.92) | #2 ""dorothy @ wzpnFqlu9P"" (29.00) | #3 ""Danial @ kMYSUvj9gu"" (3.12) | #6 ""Juli @ dmawfvSpk0"" (4.31) | #7 ""Joel @ DdWeAYaTSY"" (4.35) | #8 ""sunny @ WuCshiDEpw"" (20.51) | #9 ""Ayatollah Cum @ P89jLhJu-g"" (3.15) | #10 ""Andrew @ yhDVFE17BV"" (18.53)",2023-03-15T03:58:22.633Z,167885270263301
"-- starting hand #111 (id: qctumbhp1yx9)  (No Limit Texas Hold'em) (dealer: ""dorothy @ wzpnFqlu9P"") --",2023-03-15T03:58:22.633Z,167885270263300
"Undealt cards: 4♥, 3♥, J♦, 5♥ [K♦]",2023-03-15T03:58:21.307Z,167885270130700
"""qipanda @ ZzutxssYJ7"" shows a 5♣, J♣.",2023-03-15T03:58:18.085Z,167885269808500
"""sunny @ WuCshiDEpw"" shows a 6♥, 7♦.",2023-03-15T03:58:17.685Z,167885269768500
"""Andrew @ yhDVFE17BV"" shows a J♠, Q♣.",2023-03-15T03:58:16.190Z,167885269619000
"-- ending hand #110 --",2023-03-15T03:58:14.629Z,167885269462902
"""qipanda @ ZzutxssYJ7"" collected 1.40 from pot",2023-03-15T03:58:14.629Z,167885269462901
"Uncalled bet of 1.05 returned to ""qipanda @ ZzutxssYJ7""",2023-03-15T03:58:14.629Z,167885269462900
"""Andrew @ yhDVFE17BV"" folds",2023-03-15T03:58:13.783Z,167885269378300
"""qipanda @ ZzutxssYJ7"" bets 1.05",2023-03-15T03:57:57.011Z,167885267701100
"""Andrew @ yhDVFE17BV"" checks",2023-03-15T03:57:43.734Z,167885266373400
"Turn: 4♥, 3♥, J♦ [5♥]",2023-03-15T03:57:42.293Z,167885266229300
"""Ayatollah Cum @ P89jLhJu-g"" folds",2023-03-15T03:57:41.405Z,167885266140500
"""sunny @ WuCshiDEpw"" folds",2023-03-15T03:57:40.524Z,167885266052400
"""Joel @ DdWeAYaTSY"" folds",2023-03-15T03:57:39.662Z,167885265966200
"""Danial @ kMYSUvj9gu"" folds",2023-03-15T03:57:38.769Z,167885265876900
"""dorothy @ wzpnFqlu9P"" folds",2023-03-15T03:57:37.719Z,167885265771900
"""qipanda @ ZzutxssYJ7"" calls 0.56",2023-03-15T03:57:08.862Z,167885262886200
"""Andrew @ yhDVFE17BV"" bets 0.56",2023-03-15T03:56:40.899Z,167885260089900
"""Ayatollah Cum @ P89jLhJu-g"" checks",2023-03-15T03:56:34.978Z,167885259497800
"""sunny @ WuCshiDEpw"" checks",2023-03-15T03:56:31.669Z,167885259166900
"""Joel @ DdWeAYaTSY"" checks",2023-03-15T03:56:28.751Z,167885258875100
"""Danial @ kMYSUvj9gu"" checks",2023-03-15T03:56:27.858Z,167885258785800
"""dorothy @ wzpnFqlu9P"" checks",2023-03-15T03:56:25.374Z,167885258537400
"Flop:  [4♥, 3♥, J♦]",2023-03-15T03:56:21.853Z,167885258185300
"""Danial @ kMYSUvj9gu"" checks",2023-03-15T03:56:20.985Z,167885258098500
"""dorothy @ wzpnFqlu9P"" calls 0.04",2023-03-15T03:56:17.399Z,167885257739900
"""qipanda @ ZzutxssYJ7"" calls 0.04",2023-03-15T03:56:13.911Z,167885257391100
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-15T03:55:50.932Z,167885255093200
"""Ayatollah Cum @ P89jLhJu-g"" calls 0.04",2023-03-15T03:55:48.402Z,167885254840200
"""sunny @ WuCshiDEpw"" calls 0.04",2023-03-15T03:55:45.031Z,167885254503100
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-15T03:55:43.620Z,167885254362000
"""Juli @ dmawfvSpk0"" folds",2023-03-15T03:55:42.668Z,167885254266800
"""Danial @ kMYSUvj9gu"" posts a big blind of 0.04",2023-03-15T03:55:34.527Z,167885253452713
"""dorothy @ wzpnFqlu9P"" posts a small blind of 0.02",2023-03-15T03:55:34.527Z,167885253452712
"Your hand is 2♦, 5♠",2023-03-15T03:55:34.527Z,167885253452705
"Player stacks: #1 ""qipanda @ ZzutxssYJ7"" (10.12) | #2 ""dorothy @ wzpnFqlu9P"" (29.04) | #3 ""Danial @ kMYSUvj9gu"" (3.16) | #6 ""Juli @ dmawfvSpk0"" (4.31) | #7 ""Joel @ DdWeAYaTSY"" (4.39) | #8 ""sunny @ WuCshiDEpw"" (20.55) | #9 ""Ayatollah Cum @ P89jLhJu-g"" (3.19) | #10 ""Andrew @ yhDVFE17BV"" (19.13)",2023-03-15T03:55:34.527Z,167885253452703
"-- starting hand #110 (id: 0svpmkza7sti)  (No Limit Texas Hold'em) (dealer: ""qipanda @ ZzutxssYJ7"") --",2023-03-15T03:55:34.527Z,167885253452702
"The player ""william @ gs2jQXRTKQ"" quits the game with a stack of 4.29.",2023-03-15T03:55:34.527Z,167885253452701
"The player ""Fred @ EWw5rDVNJX"" quits the game with a stack of 0.00.",2023-03-15T03:55:34.527Z,167885253452700
"""william @ gs2jQXRTKQ"" shows a 2♣, 4♠.",2023-03-15T03:55:30.423Z,167885253042300
"-- ending hand #109 --",2023-03-15T03:55:27.965Z,167885252796503
"""Fred @ EWw5rDVNJX"" shows a Q♦, Q♣.",2023-03-15T03:55:27.965Z,167885252796502
"""qipanda @ ZzutxssYJ7"" collected 7.48 from pot with Flush, Ad High (combination: A♦, K♦, 4♦, 3♦, 2♦)",2023-03-15T03:55:27.965Z,167885252796501
"""qipanda @ ZzutxssYJ7"" shows a K♦, 5♥.",2023-03-15T03:55:27.965Z,167885252796500
"""Fred @ EWw5rDVNJX"" calls 1.52 and go all in",2023-03-15T03:55:27.147Z,167885252714700
"""qipanda @ ZzutxssYJ7"" bets 1.52",2023-03-15T03:54:57.005Z,167885249700500
"River: 2♦, 4♦, 2♠, 3♦ [A♦]",2023-03-15T03:54:50.466Z,167885249046600
"""qipanda @ ZzutxssYJ7"" calls 1.48",2023-03-15T03:54:49.642Z,167885248964200
"""Andrew @ yhDVFE17BV"" folds",2023-03-15T03:54:18.822Z,167885245882200
"""Fred @ EWw5rDVNJX"" bets 1.48",2023-03-15T03:54:15.681Z,167885245568100
"""qipanda @ ZzutxssYJ7"" checks",2023-03-15T03:54:09.903Z,167885244990300
"Turn: 2♦, 4♦, 2♠ [3♦]",2023-03-15T03:54:05.102Z,167885244510200
"""Andrew @ yhDVFE17BV"" calls 0.34",2023-03-15T03:54:04.281Z,167885244428100
"""Fred @ EWw5rDVNJX"" calls 0.34",2023-03-15T03:54:03.294Z,167885244329400
"""qipanda @ ZzutxssYJ7"" bets 0.34",2023-03-15T03:54:01.766Z,167885244176600
"Flop:  [2♦, 4♦, 2♠]",2023-03-15T03:53:53.333Z,167885243333300
"""dorothy @ wzpnFqlu9P"" folds",2023-03-15T03:53:52.503Z,167885243250300
"""qipanda @ ZzutxssYJ7"" calls 0.14",2023-03-15T03:53:50.146Z,167885243014600
"""Andrew @ yhDVFE17BV"" calls 0.14",2023-03-15T03:53:48.678Z,167885242867800
"""Ayatollah Cum @ P89jLhJu-g"" folds",2023-03-15T03:53:47.165Z,167885242716500
"""sunny @ WuCshiDEpw"" folds",2023-03-15T03:53:46.305Z,167885242630500
"""Joel @ DdWeAYaTSY"" folds",2023-03-15T03:53:45.362Z,167885242536200
"""Juli @ dmawfvSpk0"" folds",2023-03-15T03:53:42.247Z,167885242224700
"""william @ gs2jQXRTKQ"" folds",2023-03-15T03:53:38.557Z,167885241855700
"""Fred @ EWw5rDVNJX"" raises to 0.14",2023-03-15T03:53:37.691Z,167885241769100
"""Danial @ kMYSUvj9gu"" folds",2023-03-15T03:53:33.923Z,167885241392300
"""dorothy @ wzpnFqlu9P"" posts a big blind of 0.04",2023-03-15T03:53:31.437Z,167885241143713
"""qipanda @ ZzutxssYJ7"" posts a small blind of 0.02",2023-03-15T03:53:31.437Z,167885241143712
"Your hand is 4♥, 7♠",2023-03-15T03:53:31.437Z,167885241143703
"Player stacks: #1 ""qipanda @ ZzutxssYJ7"" (6.12) | #2 ""dorothy @ wzpnFqlu9P"" (29.08) | #3 ""Danial @ kMYSUvj9gu"" (3.16) | #4 ""Fred @ EWw5rDVNJX"" (3.48) | #5 ""william @ gs2jQXRTKQ"" (4.29) | #6 ""Juli @ dmawfvSpk0"" (4.31) | #7 ""Joel @ DdWeAYaTSY"" (4.39) | #8 ""sunny @ WuCshiDEpw"" (20.55) | #9 ""Ayatollah Cum @ P89jLhJu-g"" (3.19) | #10 ""Andrew @ yhDVFE17BV"" (19.61)",2023-03-15T03:53:31.437Z,167885241143701
"-- starting hand #109 (id: iyt80znvjlnu)  (No Limit Texas Hold'em) (dealer: ""Andrew @ yhDVFE17BV"") --",2023-03-15T03:53:31.437Z,167885241143700
"""dorothy @ wzpnFqlu9P"" shows a A♠, 5♣.",2023-03-15T03:53:27.695Z,167885240769500
"Undealt cards: 5♦, 3♠, 5♥ [9♣, 10♣]",2023-03-15T03:53:26.207Z,167885240620700
"""Joel @ DdWeAYaTSY"" shows a A♥, J♥.",2023-03-15T03:53:24.660Z,167885240466000
"-- ending hand #108 --",2023-03-15T03:53:24.020Z,167885240402002
"""dorothy @ wzpnFqlu9P"" collected 0.70 from pot",2023-03-15T03:53:24.020Z,167885240402001
"Uncalled bet of 4.39 returned to ""dorothy @ wzpnFqlu9P""",2023-03-15T03:53:24.020Z,167885240402000
"""Joel @ DdWeAYaTSY"" folds",2023-03-15T03:53:23.120Z,167885240312000
"""Fred @ EWw5rDVNJX"" folds",2023-03-15T03:53:05.010Z,167885238501000
"""dorothy @ wzpnFqlu9P"" bets 4.39",2023-03-15T03:53:02.698Z,167885238269800
"Flop:  [5♦, 3♠, 5♥]",2023-03-15T03:52:43.236Z,167885236323600
"""Juli @ dmawfvSpk0"" folds",2023-03-15T03:52:42.394Z,167885236239400
"""Fred @ EWw5rDVNJX"" calls 0.20",2023-03-15T03:52:34.518Z,167885235451800
"""dorothy @ wzpnFqlu9P"" calls 0.20",2023-03-15T03:52:29.911Z,167885234991100
"""qipanda @ ZzutxssYJ7"" folds",2023-03-15T03:52:27.475Z,167885234747500
"""Andrew @ yhDVFE17BV"" folds",2023-03-15T03:52:25.861Z,167885234586100
"""Ayatollah Cum @ P89jLhJu-g"" folds",2023-03-15T03:52:19.302Z,167885233930200
"""sunny @ WuCshiDEpw"" folds",2023-03-15T03:52:18.422Z,167885233842200
"""Joel @ DdWeAYaTSY"" raises to 0.20",2023-03-15T03:52:17.508Z,167885233750800
"""Juli @ dmawfvSpk0"" calls 0.04",2023-03-15T03:52:13.641Z,167885233364100
"""william @ gs2jQXRTKQ"" folds",2023-03-15T03:52:11.723Z,167885233172300
"""Fred @ EWw5rDVNJX"" calls 0.04",2023-03-15T03:52:06.459Z,167885232645900
"""Danial @ kMYSUvj9gu"" folds",2023-03-15T03:52:04.448Z,167885232444800
"""dorothy @ wzpnFqlu9P"" calls 0.04",2023-03-15T03:52:03.486Z,167885232348600
"""qipanda @ ZzutxssYJ7"" posts a big blind of 0.04",2023-03-15T03:52:00.788Z,167885232078813
"""Andrew @ yhDVFE17BV"" posts a small blind of 0.02",2023-03-15T03:52:00.788Z,167885232078812
"Your hand is A♠, 5♣",2023-03-15T03:52:00.788Z,167885232078803
"Player stacks: #1 ""qipanda @ ZzutxssYJ7"" (6.16) | #2 ""dorothy @ wzpnFqlu9P"" (28.58) | #3 ""Danial @ kMYSUvj9gu"" (3.16) | #4 ""Fred @ EWw5rDVNJX"" (3.68) | #5 ""william @ gs2jQXRTKQ"" (4.29) | #6 ""Juli @ dmawfvSpk0"" (4.35) | #7 ""Joel @ DdWeAYaTSY"" (4.59) | #8 ""sunny @ WuCshiDEpw"" (20.55) | #9 ""Ayatollah Cum @ P89jLhJu-g"" (3.19) | #10 ""Andrew @ yhDVFE17BV"" (19.63)",2023-03-15T03:52:00.788Z,167885232078801
"-- starting hand #108 (id: uryj2ronmu5s)  (No Limit Texas Hold'em) (dealer: ""Ayatollah Cum @ P89jLhJu-g"") --",2023-03-15T03:52:00.788Z,167885232078800
"-- ending hand #107 --",2023-03-15T03:51:54.758Z,167885231475802
"""Andrew @ yhDVFE17BV"" collected 0.92 from pot with Two Pair, A's & 6's (combination: A♦, A♣, 6♠, 6♦, K♦)",2023-03-15T03:51:54.758Z,167885231475801
"""Andrew @ yhDVFE17BV"" shows a A♦, 6♠.",2023-03-15T03:51:54.758Z,167885231475800
"""Fred @ EWw5rDVNJX"" checks",2023-03-15T03:51:53.831Z,167885231383100
"""Andrew @ yhDVFE17BV"" checks",2023-03-15T03:51:52.735Z,167885231273500
"River: 10♦, 6♦, 7♥, K♦ [A♣]",2023-03-15T03:51:51.133Z,167885231113300
"""Andrew @ yhDVFE17BV"" calls 0.23",2023-03-15T03:51:50.266Z,167885231026600
"""sunny @ WuCshiDEpw"" folds",2023-03-15T03:51:48.774Z,167885230877400
"""william @ gs2jQXRTKQ"" folds",2023-03-15T03:51:47.893Z,167885230789300
"""Fred @ EWw5rDVNJX"" bets 0.23",2023-03-15T03:51:37.933Z,167885229793300
"""Andrew @ yhDVFE17BV"" checks",2023-03-15T03:51:35.299Z,167885229529900
"Turn: 10♦, 6♦, 7♥ [K♦]",2023-03-15T03:51:33.373Z,167885229337300
"""sunny @ WuCshiDEpw"" checks",2023-03-15T03:51:32.548Z,167885229254800
"""william @ gs2jQXRTKQ"" checks",2023-03-15T03:51:31.293Z,167885229129300
"""Fred @ EWw5rDVNJX"" checks",2023-03-15T03:51:30.332Z,167885229033200
"""Andrew @ yhDVFE17BV"" checks",2023-03-15T03:51:29.049Z,167885228904900
"Flop:  [10♦, 6♦, 7♥]",2023-03-15T03:51:25.807Z,167885228580700
"""Andrew @ yhDVFE17BV"" calls 0.11",2023-03-15T03:51:24.991Z,167885228499100
"""Ayatollah Cum @ P89jLhJu-g"" folds",2023-03-15T03:51:22.390Z,167885228239000
"""sunny @ WuCshiDEpw"" calls 0.11",2023-03-15T03:51:20.497Z,167885228049700
"""Joel @ DdWeAYaTSY"" folds",2023-03-15T03:51:19.295Z,167885227929500
"""Juli @ dmawfvSpk0"" folds",2023-03-15T03:51:18.387Z,167885227838700
"""william @ gs2jQXRTKQ"" calls 0.11",2023-03-15T03:51:17.063Z,167885227706300
"""Fred @ EWw5rDVNJX"" raises to 0.11",2023-03-15T03:51:15.239Z,167885227523900
"""Danial @ kMYSUvj9gu"" folds",2023-03-15T03:51:10.967Z,167885227096700
"""dorothy @ wzpnFqlu9P"" folds",2023-03-15T03:51:10.073Z,167885227007300
"""qipanda @ ZzutxssYJ7"" folds",2023-03-15T03:51:06.257Z,167885226625700
"""Andrew @ yhDVFE17BV"" posts a big blind of 0.04",2023-03-15T03:51:03.377Z,167885226337713
"""Ayatollah Cum @ P89jLhJu-g"" posts a small blind of 0.02",2023-03-15T03:51:03.377Z,167885226337712
"Your hand is 4♣, Q♠",2023-03-15T03:51:03.377Z,167885226337703
"Player stacks: #1 ""qipanda @ ZzutxssYJ7"" (6.16) | #2 ""dorothy @ wzpnFqlu9P"" (28.58) | #3 ""Danial @ kMYSUvj9gu"" (3.16) | #4 ""Fred @ EWw5rDVNJX"" (4.02) | #5 ""william @ gs2jQXRTKQ"" (4.40) | #6 ""Juli @ dmawfvSpk0"" (4.35) | #7 ""Joel @ DdWeAYaTSY"" (4.59) | #8 ""sunny @ WuCshiDEpw"" (20.66) | #9 ""Ayatollah Cum @ P89jLhJu-g"" (3.21) | #10 ""Andrew @ yhDVFE17BV"" (19.05)",2023-03-15T03:51:03.377Z,167885226337701
"-- starting hand #107 (id: fcurcuje9z8s)  (No Limit Texas Hold'em) (dealer: ""sunny @ WuCshiDEpw"") --",2023-03-15T03:51:03.377Z,167885226337700
"""sunny @ WuCshiDEpw"" shows a 7♦, 4♦.",2023-03-15T03:50:59.977Z,167885225997700
"""Andrew @ yhDVFE17BV"" shows a 2♥, 2♠.",2023-03-15T03:50:57.500Z,167885225750000
"-- ending hand #106 --",2023-03-15T03:50:56.366Z,167885225636601
"""Danial @ kMYSUvj9gu"" collected 3.16 from pot with Two Pair, K's & 3's (combination: K♥, K♣, 3♠, 3♦, Q♣)",2023-03-15T03:50:56.366Z,167885225636600
"River: 3♠, 2♣, 3♦, 6♠ [K♣]",2023-03-15T03:50:52.363Z,167885225236300
"Turn: 3♠, 2♣, 3♦ [6♠]",2023-03-15T03:50:48.306Z,167885224830600
"Flop:  [3♠, 2♣, 3♦]",2023-03-15T03:50:44.281Z,167885224428100
"""Ayatollah Cum @ P89jLhJu-g"" shows a J♠, J♣.",2023-03-15T03:50:40.274Z,167885224027401
"""Danial @ kMYSUvj9gu"" shows a K♥, Q♣.",2023-03-15T03:50:40.274Z,167885224027400
"Some players choose to not run it twice.",2023-03-15T03:50:39.373Z,167885223937301
"""Danial @ kMYSUvj9gu"" chooses to not run it twice.",2023-03-15T03:50:39.373Z,167885223937300
"""Ayatollah Cum @ P89jLhJu-g"" chooses to  run it twice.",2023-03-15T03:50:38.619Z,167885223861900
"Remaining players decide whether to run it twice.",2023-03-15T03:50:37.099Z,167885223709901
"""Andrew @ yhDVFE17BV"" folds",2023-03-15T03:50:37.099Z,167885223709900
"""Ayatollah Cum @ P89jLhJu-g"" calls 1.55",2023-03-15T03:50:33.861Z,167885223386100
"""sunny @ WuCshiDEpw"" folds",2023-03-15T03:50:32.376Z,167885223237600
"""Joel @ DdWeAYaTSY"" folds",2023-03-15T03:50:31.495Z,167885223149500
"""Juli @ dmawfvSpk0"" folds",2023-03-15T03:50:25.464Z,167885222546400
"""william @ gs2jQXRTKQ"" folds",2023-03-15T03:50:23.220Z,167885222322000
"""Fred @ EWw5rDVNJX"" folds",2023-03-15T03:50:19.440Z,167885221944000
"""Danial @ kMYSUvj9gu"" raises to 1.55 and go all in",2023-03-15T03:50:16.263Z,167885221626300
"""dorothy @ wzpnFqlu9P"" folds",2023-03-15T03:50:10.504Z,167885221050400
"""qipanda @ ZzutxssYJ7"" folds",2023-03-15T03:50:09.526Z,167885220952600
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-15T03:50:02.507Z,167885220250700
"""Ayatollah Cum @ P89jLhJu-g"" posts a big blind of 0.04",2023-03-15T03:50:00.438Z,167885220043813
"""sunny @ WuCshiDEpw"" posts a small blind of 0.02",2023-03-15T03:50:00.438Z,167885220043812
"Your hand is 6♥, 10♠",2023-03-15T03:50:00.438Z,167885220043803
"Player stacks: #1 ""qipanda @ ZzutxssYJ7"" (6.16) | #2 ""dorothy @ wzpnFqlu9P"" (28.58) | #3 ""Danial @ kMYSUvj9gu"" (1.55) | #4 ""Fred @ EWw5rDVNJX"" (4.02) | #5 ""william @ gs2jQXRTKQ"" (4.40) | #6 ""Juli @ dmawfvSpk0"" (4.35) | #7 ""Joel @ DdWeAYaTSY"" (4.59) | #8 ""sunny @ WuCshiDEpw"" (20.68) | #9 ""Ayatollah Cum @ P89jLhJu-g"" (4.76) | #10 ""Andrew @ yhDVFE17BV"" (19.09)",2023-03-15T03:50:00.438Z,167885220043801
"-- starting hand #106 (id: prx2w4o3y7hx)  (No Limit Texas Hold'em) (dealer: ""Joel @ DdWeAYaTSY"") --",2023-03-15T03:50:00.438Z,167885220043800
"""Andrew @ yhDVFE17BV"" shows a 9♣, A♥.",2023-03-15T03:49:57.377Z,167885219737700
"-- ending hand #105 --",2023-03-15T03:49:53.832Z,167885219383202
"""Joel @ DdWeAYaTSY"" collected 1.15 from pot with Pair, Q's (combination: Q♣, Q♠, J♠, 9♦, 8♠)",2023-03-15T03:49:53.832Z,167885219383201
"""Joel @ DdWeAYaTSY"" shows a 8♠, Q♣.",2023-03-15T03:49:53.832Z,167885219383200
"""william @ gs2jQXRTKQ"" checks",2023-03-15T03:49:52.944Z,167885219294400
"""Andrew @ yhDVFE17BV"" checks",2023-03-15T03:49:52.075Z,167885219207500
"""Joel @ DdWeAYaTSY"" checks",2023-03-15T03:49:51.134Z,167885219113400
"River: 5♠, 9♦, J♠, 2♦ [Q♠]",2023-03-15T03:49:44.029Z,167885218402900
"""william @ gs2jQXRTKQ"" checks",2023-03-15T03:49:43.144Z,167885218314400
"""Andrew @ yhDVFE17BV"" checks",2023-03-15T03:49:42.272Z,167885218227200
"""Joel @ DdWeAYaTSY"" checks",2023-03-15T03:49:41.325Z,167885218132500
"Turn: 5♠, 9♦, J♠ [2♦]",2023-03-15T03:49:38.690Z,167885217869000
"""Ayatollah Cum @ P89jLhJu-g"" folds",2023-03-15T03:49:37.868Z,167885217786800
"""sunny @ WuCshiDEpw"" folds",2023-03-15T03:49:36.898Z,167885217689800
"""Joel @ DdWeAYaTSY"" calls 0.29",2023-03-15T03:49:36.046Z,167885217604600
