entry,at,order
"-- ending hand #117 --",2023-03-01T05:02:52.643Z,167764697264302
"""dorothy @ wzpnFqlu9P"" collected 0.28 from pot",2023-03-01T05:02:52.643Z,167764697264301
"Uncalled bet of 0.28 returned to ""dorothy @ wzpnFqlu9P""",2023-03-01T05:02:52.643Z,167764697264300
"""Fred @ EWw5rDVNJX"" folds",2023-03-01T05:02:51.704Z,167764697170400
"""Andrew @ yhDVFE17BV"" folds",2023-03-01T05:02:50.290Z,167764697029000
"""matt2 @ m2Pee6egAx"" folds",2023-03-01T05:02:49.328Z,167764696932800
"""Juli @ 0vo6016l4H"" folds",2023-03-01T05:02:48.454Z,167764696845400
"""the giver x4 @ WuCshiDEpw"" folds",2023-03-01T05:02:47.018Z,167764696701800
"""Ayatollah Cum @ P89jLhJu-g"" folds",2023-03-01T05:02:43.191Z,167764696319100
"""dorothy @ wzpnFqlu9P"" bets 0.28",2023-03-01T05:02:41.680Z,167764696168000
"River: A♠, K♠, 4♥, 5♦ [8♦]",2023-03-01T05:02:35.827Z,167764695582700
"""Fred @ EWw5rDVNJX"" checks",2023-03-01T05:02:34.922Z,167764695492200
"""Andrew @ yhDVFE17BV"" checks",2023-03-01T05:02:33.839Z,167764695383900
"""matt2 @ m2Pee6egAx"" checks",2023-03-01T05:02:18.451Z,167764693845100
"""Juli @ 0vo6016l4H"" checks",2023-03-01T05:02:17.575Z,167764693757500
"""the giver x4 @ WuCshiDEpw"" checks",2023-03-01T05:02:16.224Z,167764693622400
"""Ayatollah Cum @ P89jLhJu-g"" checks",2023-03-01T05:02:14.876Z,167764693487600
"""dorothy @ wzpnFqlu9P"" checks",2023-03-01T05:02:12.844Z,167764693284400
"Turn: A♠, K♠, 4♥ [5♦]",2023-03-01T05:02:07.798Z,167764692779800
"""Fred @ EWw5rDVNJX"" checks",2023-03-01T05:02:06.951Z,167764692695100
"""Andrew @ yhDVFE17BV"" checks",2023-03-01T05:02:05.230Z,167764692523000
"""matt2 @ m2Pee6egAx"" checks",2023-03-01T05:01:59.782Z,167764691978200
"""Juli @ 0vo6016l4H"" checks",2023-03-01T05:01:58.873Z,167764691887300
"""the giver x4 @ WuCshiDEpw"" checks",2023-03-01T05:01:56.814Z,167764691681400
"""Ayatollah Cum @ P89jLhJu-g"" checks",2023-03-01T05:01:52.531Z,167764691253100
"""dorothy @ wzpnFqlu9P"" checks",2023-03-01T05:01:48.263Z,167764690826300
"Flop:  [A♠, K♠, 4♥]",2023-03-01T05:01:32.532Z,167764689253200
"""Ayatollah Cum @ P89jLhJu-g"" checks",2023-03-01T05:01:31.715Z,167764689171500
"""dorothy @ wzpnFqlu9P"" calls 0.04",2023-03-01T05:01:19.335Z,167764687933500
"""qipanda @ ZzutxssYJ7"" folds",2023-03-01T05:01:17.366Z,167764687736600
"""Fred @ EWw5rDVNJX"" calls 0.04",2023-03-01T05:01:10.953Z,167764687095300
"""Joel @ DdWeAYaTSY"" folds",2023-03-01T05:01:08.189Z,167764686818900
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-01T05:01:07.194Z,167764686719400
"""matt2 @ m2Pee6egAx"" calls 0.04",2023-03-01T05:00:49.683Z,167764684968300
"""Juli @ 0vo6016l4H"" calls 0.04",2023-03-01T05:00:48.437Z,167764684843700
"""the giver x4 @ WuCshiDEpw"" calls 0.04",2023-03-01T05:00:45.228Z,167764684522800
"""Ayatollah Cum @ P89jLhJu-g"" posts a big blind of 0.04",2023-03-01T05:00:43.903Z,167764684390312
"""dorothy @ wzpnFqlu9P"" posts a small blind of 0.02",2023-03-01T05:00:43.903Z,167764684390311
"Your hand is J♥, 10♣",2023-03-01T05:00:43.903Z,167764684390310
"Player stacks: #1 ""Joel @ DdWeAYaTSY"" (23.80) | #2 ""Fred @ EWw5rDVNJX"" (7.01) | #3 ""qipanda @ ZzutxssYJ7"" (4.56) | #4 ""dorothy @ wzpnFqlu9P"" (5.40) | #5 ""Ayatollah Cum @ P89jLhJu-g"" (4.64) | #6 ""the giver x4 @ WuCshiDEpw"" (11.52) | #8 ""Juli @ 0vo6016l4H"" (1.19) | #9 ""matt2 @ m2Pee6egAx"" (4.40) | #10 ""Andrew @ yhDVFE17BV"" (29.35)",2023-03-01T05:00:43.903Z,167764684390301
"-- starting hand #117 (id: najvx5tthq0k)  (No Limit Texas Hold'em) (dealer: ""qipanda @ ZzutxssYJ7"") --",2023-03-01T05:00:43.903Z,167764684390300
"-- ending hand #116 --",2023-03-01T05:00:40.963Z,167764684096302
"""Andrew @ yhDVFE17BV"" collected 0.76 from pot",2023-03-01T05:00:40.963Z,167764684096301
"Uncalled bet of 0.59 returned to ""Andrew @ yhDVFE17BV""",2023-03-01T05:00:40.963Z,167764684096300
"""Juli @ 0vo6016l4H"" folds",2023-03-01T05:00:40.139Z,167764684013900
"""Ayatollah Cum @ P89jLhJu-g"" folds",2023-03-01T05:00:25.805Z,167764682580500
"""Joel @ DdWeAYaTSY"" folds",2023-03-01T05:00:24.332Z,167764682433200
"""Andrew @ yhDVFE17BV"" bets 0.59",2023-03-01T05:00:22.747Z,167764682274700
"""Juli @ 0vo6016l4H"" checks",2023-03-01T05:00:16.264Z,167764681626400
"""Ayatollah Cum @ P89jLhJu-g"" checks",2023-03-01T05:00:12.035Z,167764681203500
"River: 4♠, A♠, 3♦, Q♥ [6♠]",2023-03-01T05:00:09.625Z,167764680962500
"""Joel @ DdWeAYaTSY"" checks",2023-03-01T05:00:08.795Z,167764680879500
"""Andrew @ yhDVFE17BV"" checks",2023-03-01T05:00:07.282Z,167764680728200
"""Juli @ 0vo6016l4H"" checks",2023-03-01T05:00:02.580Z,167764680258000
"""Ayatollah Cum @ P89jLhJu-g"" checks",2023-03-01T04:59:59.585Z,167764679958500
"Turn: 4♠, A♠, 3♦ [Q♥]",2023-03-01T04:59:57.983Z,167764679798300
"""Ayatollah Cum @ P89jLhJu-g"" calls 0.12",2023-03-01T04:59:57.153Z,167764679715300
"""dorothy @ wzpnFqlu9P"" folds",2023-03-01T04:59:55.967Z,167764679596700
"""qipanda @ ZzutxssYJ7"" folds",2023-03-01T04:59:55.125Z,167764679512500
"""Fred @ EWw5rDVNJX"" folds",2023-03-01T04:59:54.236Z,167764679423600
"""Joel @ DdWeAYaTSY"" calls 0.12",2023-03-01T04:59:53.354Z,167764679335400
"""Andrew @ yhDVFE17BV"" calls 0.12",2023-03-01T04:59:51.345Z,167764679134500
"""Juli @ 0vo6016l4H"" bets 0.12",2023-03-01T04:59:37.916Z,167764677791600
"""Ayatollah Cum @ P89jLhJu-g"" checks",2023-03-01T04:59:33.144Z,167764677314400
"""dorothy @ wzpnFqlu9P"" checks",2023-03-01T04:59:31.737Z,167764677173700
"""qipanda @ ZzutxssYJ7"" checks",2023-03-01T04:59:30.162Z,167764677016200
"Flop:  [4♠, A♠, 3♦]",2023-03-01T04:59:25.512Z,167764676551200
"""dorothy @ wzpnFqlu9P"" checks",2023-03-01T04:59:24.660Z,167764676466000
"""qipanda @ ZzutxssYJ7"" calls 0.04",2023-03-01T04:59:23.004Z,167764676300400
"""Fred @ EWw5rDVNJX"" calls 0.04",2023-03-01T04:59:21.975Z,167764676197500
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-01T04:59:20.826Z,167764676082600
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-01T04:59:18.313Z,167764675831300
"""matt2 @ m2Pee6egAx"" folds",2023-03-01T04:59:17.403Z,167764675740300
"""Juli @ 0vo6016l4H"" calls 0.04",2023-03-01T04:59:16.545Z,167764675654500
"""the giver x4 @ WuCshiDEpw"" folds",2023-03-01T04:59:14.448Z,167764675444800
"""Ayatollah Cum @ P89jLhJu-g"" calls 0.04",2023-03-01T04:59:12.435Z,167764675243500
"""dorothy @ wzpnFqlu9P"" posts a big blind of 0.04",2023-03-01T04:59:10.855Z,167764675085512
"""qipanda @ ZzutxssYJ7"" posts a small blind of 0.02",2023-03-01T04:59:10.855Z,167764675085511
"Your hand is 9♠, 3♠",2023-03-01T04:59:10.855Z,167764675085510
"Player stacks: #1 ""Joel @ DdWeAYaTSY"" (23.96) | #2 ""Fred @ EWw5rDVNJX"" (7.05) | #3 ""qipanda @ ZzutxssYJ7"" (4.60) | #4 ""dorothy @ wzpnFqlu9P"" (5.44) | #5 ""Ayatollah Cum @ P89jLhJu-g"" (4.80) | #6 ""the giver x4 @ WuCshiDEpw"" (11.52) | #8 ""Juli @ 0vo6016l4H"" (1.35) | #9 ""matt2 @ m2Pee6egAx"" (4.40) | #10 ""Andrew @ yhDVFE17BV"" (28.75)",2023-03-01T04:59:10.855Z,167764675085501
"-- starting hand #116 (id: rx57poz8h3gm)  (No Limit Texas Hold'em) (dealer: ""Fred @ EWw5rDVNJX"") --",2023-03-01T04:59:10.855Z,167764675085500
"-- ending hand #115 --",2023-03-01T04:59:04.755Z,167764674475502
"""Fred @ EWw5rDVNJX"" collected 1.36 from pot with Pair, Q's (combination: Q♦, Q♠, K♦, J♣, 6♥)",2023-03-01T04:59:04.755Z,167764674475501
"""Fred @ EWw5rDVNJX"" shows a Q♦, K♦.",2023-03-01T04:59:04.755Z,167764674475500
"""Joel @ DdWeAYaTSY"" checks",2023-03-01T04:59:03.892Z,167764674389200
"""Fred @ EWw5rDVNJX"" checks",2023-03-01T04:58:43.015Z,167764672301500
"River: 5♦, J♣, 6♥, 3♠ [Q♠]",2023-03-01T04:58:41.236Z,167764672123600
"""Joel @ DdWeAYaTSY"" checks",2023-03-01T04:58:40.400Z,167764672040000
"""Fred @ EWw5rDVNJX"" checks",2023-03-01T04:58:34.804Z,167764671480400
"Turn: 5♦, J♣, 6♥ [3♠]",2023-03-01T04:58:32.650Z,167764671265000
"""Juli @ 0vo6016l4H"" folds",2023-03-01T04:58:31.823Z,167764671182300
"""Ayatollah Cum @ P89jLhJu-g"" folds",2023-03-01T04:58:23.698Z,167764670369800
"""dorothy @ wzpnFqlu9P"" folds",2023-03-01T04:58:10.190Z,167764669019000
"""qipanda @ ZzutxssYJ7"" folds",2023-03-01T04:57:54.660Z,167764667466000
"""Fred @ EWw5rDVNJX"" calls 0.32",2023-03-01T04:57:53.724Z,167764667372400
"""Joel @ DdWeAYaTSY"" bets 0.32",2023-03-01T04:57:45.363Z,167764666536300
"""Juli @ 0vo6016l4H"" checks",2023-03-01T04:57:39.680Z,167764665968000
"""Ayatollah Cum @ P89jLhJu-g"" checks",2023-03-01T04:57:37.338Z,167764665733800
"""dorothy @ wzpnFqlu9P"" checks",2023-03-01T04:57:36.095Z,167764665609500
"""qipanda @ ZzutxssYJ7"" checks",2023-03-01T04:57:33.886Z,167764665388600
"""Fred @ EWw5rDVNJX"" checks",2023-03-01T04:57:26.770Z,167764664677000
"Flop:  [5♦, J♣, 6♥]",2023-03-01T04:57:23.697Z,167764664369700
"""Juli @ 0vo6016l4H"" calls 0.12",2023-03-01T04:57:22.856Z,167764664285600
"""Ayatollah Cum @ P89jLhJu-g"" calls 0.12",2023-03-01T04:57:19.708Z,167764663970800
"""dorothy @ wzpnFqlu9P"" calls 0.12",2023-03-01T04:57:18.631Z,167764663863100
"""qipanda @ ZzutxssYJ7"" calls 0.12",2023-03-01T04:57:17.189Z,167764663718900
"""Fred @ EWw5rDVNJX"" calls 0.12",2023-03-01T04:57:10.745Z,167764663074500
"""Joel @ DdWeAYaTSY"" raises to 0.12",2023-03-01T04:57:09.764Z,167764662976400
"""Andrew @ yhDVFE17BV"" folds",2023-03-01T04:57:06.883Z,167764662688300
"""matt2 @ m2Pee6egAx"" folds",2023-03-01T04:57:05.986Z,167764662598600
"""Juli @ 0vo6016l4H"" calls 0.04",2023-03-01T04:57:05.124Z,167764662512400
"""the giver x4 @ WuCshiDEpw"" folds",2023-03-01T04:57:02.054Z,167764662205400
"""Ayatollah Cum @ P89jLhJu-g"" calls 0.04",2023-03-01T04:57:01.138Z,167764662113800
"""dorothy @ wzpnFqlu9P"" calls 0.04",2023-03-01T04:56:59.022Z,167764661902200
"""qipanda @ ZzutxssYJ7"" posts a big blind of 0.04",2023-03-01T04:56:53.877Z,167764661387712
"""Fred @ EWw5rDVNJX"" posts a small blind of 0.02",2023-03-01T04:56:53.877Z,167764661387711
"Your hand is 9♣, 10♥",2023-03-01T04:56:53.877Z,167764661387710
"Player stacks: #1 ""Joel @ DdWeAYaTSY"" (24.40) | #2 ""Fred @ EWw5rDVNJX"" (6.13) | #3 ""qipanda @ ZzutxssYJ7"" (4.72) | #4 ""dorothy @ wzpnFqlu9P"" (5.56) | #5 ""Ayatollah Cum @ P89jLhJu-g"" (4.92) | #6 ""the giver x4 @ WuCshiDEpw"" (11.52) | #8 ""Juli @ 0vo6016l4H"" (1.47) | #9 ""matt2 @ m2Pee6egAx"" (4.40) | #10 ""Andrew @ yhDVFE17BV"" (28.75)",2023-03-01T04:56:53.877Z,167764661387701
"-- starting hand #115 (id: vd5ni3lagmkf)  (No Limit Texas Hold'em) (dealer: ""Joel @ DdWeAYaTSY"") --",2023-03-01T04:56:53.877Z,167764661387700
"-- ending hand #114 --",2023-03-01T04:56:47.809Z,167764660780901
"""the giver x4 @ WuCshiDEpw"" collected 11.52 from pot with Three of a Kind, A's (combination: A♦, A♥, A♣, Q♠, 8♥)",2023-03-01T04:56:47.809Z,167764660780900
"River: 4♦, 8♥, 3♦, A♣ [Q♠]",2023-03-01T04:56:43.803Z,167764660380300
"Turn: 4♦, 8♥, 3♦ [A♣]",2023-03-01T04:56:39.797Z,167764659979700
"Flop:  [4♦, 8♥, 3♦]",2023-03-01T04:56:35.730Z,167764659573000
"""matt2 @ m2Pee6egAx"" shows a K♥, K♦.",2023-03-01T04:56:31.672Z,167764659167202
"""the giver x4 @ WuCshiDEpw"" shows a A♦, A♥.",2023-03-01T04:56:31.672Z,167764659167201
"Uncalled bet of 4.40 returned to ""matt2 @ m2Pee6egAx""",2023-03-01T04:56:31.672Z,167764659167200
"Some players choose to not run it twice.",2023-03-01T04:56:30.831Z,167764659083101
"""matt2 @ m2Pee6egAx"" chooses to not run it twice.",2023-03-01T04:56:30.831Z,167764659083100
"""the giver x4 @ WuCshiDEpw"" chooses to  run it twice.",2023-03-01T04:56:30.065Z,167764659006500
"Remaining players decide whether to run it twice.",2023-03-01T04:56:28.816Z,167764658881601
"""the giver x4 @ WuCshiDEpw"" calls 5.56 and go all in",2023-03-01T04:56:28.816Z,167764658881600
"""Joel @ DdWeAYaTSY"" folds",2023-03-01T04:56:27.155Z,167764658715500
"""matt2 @ m2Pee6egAx"" raises to 9.96 and go all in",2023-03-01T04:56:25.670Z,167764658567000
"""the giver x4 @ WuCshiDEpw"" raises to 1.10",2023-03-01T04:56:21.351Z,167764658135100
"""Ayatollah Cum @ P89jLhJu-g"" folds",2023-03-01T04:56:18.228Z,167764657822800
"""Fred @ EWw5rDVNJX"" folds",2023-03-01T04:56:17.342Z,167764657734200
"""Joel @ DdWeAYaTSY"" calls 0.32",2023-03-01T04:56:14.501Z,167764657450100
"""Andrew @ yhDVFE17BV"" folds",2023-03-01T04:56:01.980Z,167764656198000
"""matt2 @ m2Pee6egAx"" raises to 0.32",2023-03-01T04:56:01.084Z,167764656108400
"""Juli @ 0vo6016l4H"" folds",2023-03-01T04:55:58.592Z,167764655859200
"""the giver x4 @ WuCshiDEpw"" raises to 0.18",2023-03-01T04:55:50.426Z,167764655042600
"""Ayatollah Cum @ P89jLhJu-g"" calls 0.04",2023-03-01T04:55:47.752Z,167764654775200
"""dorothy @ wzpnFqlu9P"" folds",2023-03-01T04:55:45.944Z,167764654594400
"""qipanda @ ZzutxssYJ7"" folds",2023-03-01T04:55:42.180Z,167764654218000
"""Fred @ EWw5rDVNJX"" posts a big blind of 0.04",2023-03-01T04:55:40.297Z,167764654029712
"""Joel @ DdWeAYaTSY"" posts a small blind of 0.02",2023-03-01T04:55:40.297Z,167764654029711
"Your hand is 9♣, 8♦",2023-03-01T04:55:40.297Z,167764654029710
"Player stacks: #1 ""Joel @ DdWeAYaTSY"" (24.72) | #2 ""Fred @ EWw5rDVNJX"" (6.17) | #3 ""qipanda @ ZzutxssYJ7"" (4.72) | #4 ""dorothy @ wzpnFqlu9P"" (5.56) | #5 ""Ayatollah Cum @ P89jLhJu-g"" (4.96) | #6 ""the giver x4 @ WuCshiDEpw"" (5.56) | #8 ""Juli @ 0vo6016l4H"" (1.47) | #9 ""matt2 @ m2Pee6egAx"" (9.96) | #10 ""Andrew @ yhDVFE17BV"" (28.75)",2023-03-01T04:55:40.297Z,167764654029701
"-- starting hand #114 (id: 41mnqiklbv8t)  (No Limit Texas Hold'em) (dealer: ""Andrew @ yhDVFE17BV"") --",2023-03-01T04:55:40.297Z,167764654029700
"-- ending hand #113 --",2023-03-01T04:55:37.353Z,167764653735302
"""the giver x4 @ WuCshiDEpw"" collected 1.00 from pot",2023-03-01T04:55:37.353Z,167764653735301
"Uncalled bet of 0.50 returned to ""the giver x4 @ WuCshiDEpw""",2023-03-01T04:55:37.353Z,167764653735300
"""qipanda @ ZzutxssYJ7"" folds",2023-03-01T04:55:36.534Z,167764653653400
"""Fred @ EWw5rDVNJX"" folds",2023-03-01T04:55:24.216Z,167764652421600
"""Andrew @ yhDVFE17BV"" folds",2023-03-01T04:55:23.290Z,167764652329000
"""the giver x4 @ WuCshiDEpw"" bets 0.50",2023-03-01T04:55:20.980Z,167764652098000
"""qipanda @ ZzutxssYJ7"" checks",2023-03-01T04:55:10.582Z,167764651058200
"""Fred @ EWw5rDVNJX"" checks",2023-03-01T04:55:09.309Z,167764650930900
"""Andrew @ yhDVFE17BV"" checks",2023-03-01T04:55:07.869Z,167764650786900
"Flop:  [6♥, 5♦, A♠]",2023-03-01T04:55:05.133Z,167764650513300
"""Fred @ EWw5rDVNJX"" calls 0.24",2023-03-01T04:55:04.319Z,167764650431900
"""Joel @ DdWeAYaTSY"" folds",2023-03-01T04:55:03.165Z,167764650316500
"""Andrew @ yhDVFE17BV"" calls 0.24",2023-03-01T04:54:49.664Z,167764648966400
"""matt2 @ m2Pee6egAx"" folds",2023-03-01T04:54:46.629Z,167764648662900
"""Juli @ 0vo6016l4H"" folds",2023-03-01T04:54:45.748Z,167764648574800
"""the giver x4 @ WuCshiDEpw"" calls 0.24",2023-03-01T04:54:42.836Z,167764648283600
"""Ayatollah Cum @ P89jLhJu-g"" folds",2023-03-01T04:54:40.417Z,167764648041700
"""dorothy @ wzpnFqlu9P"" folds",2023-03-01T04:54:38.555Z,167764647855500
"""qipanda @ ZzutxssYJ7"" raises to 0.24",2023-03-01T04:54:37.654Z,167764647765400
"""Fred @ EWw5rDVNJX"" calls 0.04",2023-03-01T04:54:28.187Z,167764646818700
"""Joel @ DdWeAYaTSY"" posts a big blind of 0.04",2023-03-01T04:54:24.173Z,167764646417312
"""Andrew @ yhDVFE17BV"" posts a small blind of 0.02",2023-03-01T04:54:24.173Z,167764646417311
"Your hand is J♠, 8♠",2023-03-01T04:54:24.173Z,167764646417310
"Player stacks: #1 ""Joel @ DdWeAYaTSY"" (24.76) | #2 ""Fred @ EWw5rDVNJX"" (6.41) | #3 ""qipanda @ ZzutxssYJ7"" (4.96) | #4 ""dorothy @ wzpnFqlu9P"" (5.56) | #5 ""Ayatollah Cum @ P89jLhJu-g"" (4.96) | #6 ""the giver x4 @ WuCshiDEpw"" (4.80) | #8 ""Juli @ 0vo6016l4H"" (1.47) | #9 ""matt2 @ m2Pee6egAx"" (9.96) | #10 ""Andrew @ yhDVFE17BV"" (28.99)",2023-03-01T04:54:24.173Z,167764646417301
"-- starting hand #113 (id: zzqcwcgz1hy1)  (No Limit Texas Hold'em) (dealer: ""matt2 @ m2Pee6egAx"") --",2023-03-01T04:54:24.173Z,167764646417300
"""Andrew @ yhDVFE17BV"" shows a 5♦, 10♣.",2023-03-01T04:54:22.144Z,167764646214400
"""qipanda @ ZzutxssYJ7"" shows a 5♥, 2♥.",2023-03-01T04:54:21.083Z,167764646108300
"""Ayatollah Cum @ P89jLhJu-g"" shows a 10♥, 9♣.",2023-03-01T04:54:20.213Z,167764646021300
"-- ending hand #112 --",2023-03-01T04:54:19.115Z,167764645911502
"""Fred @ EWw5rDVNJX"" collected 0.34 from pot",2023-03-01T04:54:19.115Z,167764645911501
"Uncalled bet of 0.25 returned to ""Fred @ EWw5rDVNJX""",2023-03-01T04:54:19.115Z,167764645911500
"""dorothy @ wzpnFqlu9P"" folds",2023-03-01T04:54:18.267Z,167764645826700
"""Fred @ EWw5rDVNJX"" bets 0.25",2023-03-01T04:54:13.257Z,167764645325700
"Flop:  [Q♥, 8♣, J♠]",2023-03-01T04:54:03.098Z,167764644309800
"""Andrew @ yhDVFE17BV"" folds",2023-03-01T04:54:02.212Z,167764644221200
"""matt2 @ m2Pee6egAx"" folds",2023-03-01T04:53:53.998Z,167764643399800
"""Juli @ 0vo6016l4H"" folds",2023-03-01T04:53:53.106Z,167764643310600
"""the giver x4 @ WuCshiDEpw"" folds",2023-03-01T04:53:46.819Z,167764642681900
"""Ayatollah Cum @ P89jLhJu-g"" folds",2023-03-01T04:53:39.478Z,167764641947800
"""dorothy @ wzpnFqlu9P"" calls 0.14",2023-03-01T04:53:38.254Z,167764641825400
"""qipanda @ ZzutxssYJ7"" folds",2023-03-01T04:53:33.890Z,167764641389000
"""Fred @ EWw5rDVNJX"" raises to 0.14",2023-03-01T04:53:31.221Z,167764641122100
"""Joel @ DdWeAYaTSY"" folds",2023-03-01T04:53:26.286Z,167764640628600
"""Andrew @ yhDVFE17BV"" posts a big blind of 0.04",2023-03-01T04:53:23.278Z,167764640327812
"""matt2 @ m2Pee6egAx"" posts a small blind of 0.02",2023-03-01T04:53:23.278Z,167764640327811
"Your hand is 5♦, 10♣",2023-03-01T04:53:23.278Z,167764640327810
"Player stacks: #1 ""Joel @ DdWeAYaTSY"" (24.76) | #2 ""Fred @ EWw5rDVNJX"" (6.21) | #3 ""qipanda @ ZzutxssYJ7"" (4.96) | #4 ""dorothy @ wzpnFqlu9P"" (5.70) | #5 ""Ayatollah Cum @ P89jLhJu-g"" (4.96) | #6 ""the giver x4 @ WuCshiDEpw"" (4.80) | #8 ""Juli @ 0vo6016l4H"" (1.47) | #9 ""matt2 @ m2Pee6egAx"" (9.98) | #10 ""Andrew @ yhDVFE17BV"" (29.03)",2023-03-01T04:53:23.278Z,167764640327801
"-- starting hand #112 (id: lmad6ykdopd1)  (No Limit Texas Hold'em) (dealer: ""Juli @ 0vo6016l4H"") --",2023-03-01T04:53:23.278Z,167764640327800
"-- ending hand #111 --",2023-03-01T04:53:20.278Z,167764640027802
"""dorothy @ wzpnFqlu9P"" collected 0.56 from pot",2023-03-01T04:53:20.278Z,167764640027801
"Uncalled bet of 0.56 returned to ""dorothy @ wzpnFqlu9P""",2023-03-01T04:53:20.278Z,167764640027800
"""Fred @ EWw5rDVNJX"" folds",2023-03-01T04:53:19.363Z,167764639936300
"""Joel @ DdWeAYaTSY"" folds",2023-03-01T04:53:14.237Z,167764639423700
"""matt2 @ m2Pee6egAx"" folds",2023-03-01T04:53:13.327Z,167764639332700
"""Juli @ 0vo6016l4H"" folds",2023-03-01T04:53:12.428Z,167764639242800
"""Ayatollah Cum @ P89jLhJu-g"" folds",2023-03-01T04:53:04.353Z,167764638435300
"""dorothy @ wzpnFqlu9P"" raises to 0.70",2023-03-01T04:53:01.051Z,167764638105100
"""qipanda @ ZzutxssYJ7"" folds",2023-03-01T04:52:57.052Z,167764637705200
