entry,at,order
"-- starting hand #110 (id: etsetfrh1v9h)  (No Limit Texas Hold'em) (dealer: ""the giver x2 @ RSraeqmOQa"") --",2023-03-08T05:03:21.765Z,167825180176500
"-- ending hand #109 --",2023-03-08T05:03:18.848Z,167825179884802
"""Jul @ EcMetVW6FI"" collected 0.40 from pot",2023-03-08T05:03:18.848Z,167825179884801
"Uncalled bet of 0.20 returned to ""Jul @ EcMetVW6FI""",2023-03-08T05:03:18.848Z,167825179884800
"""Fred @ EWw5rDVNJX"" folds",2023-03-08T05:03:18.020Z,167825179802000
"""Joel @ DdWeAYaTSY"" folds",2023-03-08T05:03:17.100Z,167825179710000
"""Jul @ EcMetVW6FI"" bets 0.20",2023-03-08T05:03:15.553Z,167825179555300
"""Fred @ EWw5rDVNJX"" checks",2023-03-08T05:03:02.674Z,167825178267400
"River: J♠, 5♥, 6♠, A♦ [K♠]",2023-03-08T05:03:01.138Z,167825178113800
"""Joel @ DdWeAYaTSY"" checks",2023-03-08T05:03:00.262Z,167825178026200
"""Jul @ EcMetVW6FI"" checks",2023-03-08T05:02:58.383Z,167825177838300
"""Fred @ EWw5rDVNJX"" checks",2023-03-08T05:02:56.092Z,167825177609200
"Turn: J♠, 5♥, 6♠ [A♦]",2023-03-08T05:02:53.637Z,167825177363700
"""Fred @ EWw5rDVNJX"" calls 0.04",2023-03-08T05:02:52.807Z,167825177280700
"""qipanda @ ZzutxssYJ7"" folds",2023-03-08T05:02:51.928Z,167825177192800
"""the giver x2 @ RSraeqmOQa"" folds",2023-03-08T05:02:26.955Z,167825174695500
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-08T05:02:25.925Z,167825174592500
"""Andrew @ yhDVFE17BV"" folds",2023-03-08T05:02:19.411Z,167825173941100
"""Ayatollah cum @ kaPGto3RBb"" folds",2023-03-08T05:02:04.575Z,167825172457500
"""Jul @ EcMetVW6FI"" bets 0.04",2023-03-08T05:01:58.437Z,167825171843700
"""Fred @ EWw5rDVNJX"" checks",2023-03-08T05:01:49.251Z,167825170925100
"""qipanda @ ZzutxssYJ7"" checks",2023-03-08T05:01:43.533Z,167825170353300
"""the giver x2 @ RSraeqmOQa"" checks",2023-03-08T05:01:36.424Z,167825169642400
"Flop:  [J♠, 5♥, 6♠]",2023-03-08T05:01:32.858Z,167825169285800
"""qipanda @ ZzutxssYJ7"" checks",2023-03-08T05:01:32.040Z,167825169204000
"""the giver x2 @ RSraeqmOQa"" calls 0.04",2023-03-08T05:01:27.485Z,167825168748500
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-08T05:01:25.828Z,167825168582800
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-08T05:01:24.334Z,167825168433400
"""Ayatollah cum @ kaPGto3RBb"" calls 0.04",2023-03-08T05:01:15.716Z,167825167571600
"""Jul @ EcMetVW6FI"" calls 0.04",2023-03-08T05:01:13.440Z,167825167344000
"""Fred @ EWw5rDVNJX"" calls 0.04",2023-03-08T05:01:11.883Z,167825167188300
"""qipanda @ ZzutxssYJ7"" posts a big blind of 0.04",2023-03-08T05:01:09.112Z,167825166911210
"""the giver x2 @ RSraeqmOQa"" posts a small blind of 0.02",2023-03-08T05:01:09.112Z,167825166911209
"Your hand is Q♦, 10♥",2023-03-08T05:01:09.112Z,167825166911205
"Player stacks: #1 ""Fred @ EWw5rDVNJX"" (3.94) | #2 ""Jul @ EcMetVW6FI"" (3.54) | #3 ""Ayatollah cum @ kaPGto3RBb"" (9.20) | #6 ""Andrew @ yhDVFE17BV"" (17.68) | #8 ""Joel @ DdWeAYaTSY"" (19.17) | #9 ""the giver x2 @ RSraeqmOQa"" (4.13) | #10 ""qipanda @ ZzutxssYJ7"" (7.34)",2023-03-08T05:01:09.112Z,167825166911201
"-- starting hand #109 (id: s0yytle7ozkm)  (No Limit Texas Hold'em) (dealer: ""Joel @ DdWeAYaTSY"") --",2023-03-08T05:01:09.112Z,167825166911200
"""Andrew @ yhDVFE17BV"" shows a 5♣, 3♣.",2023-03-08T05:01:06.917Z,167825166691700
"Undealt cards: 2♥, 6♦, 4♥ [5♥, 7♥]",2023-03-08T05:01:04.621Z,167825166462100
"-- ending hand #108 --",2023-03-08T05:01:02.436Z,167825166243602
"""Andrew @ yhDVFE17BV"" collected 0.96 from pot",2023-03-08T05:01:02.436Z,167825166243601
"Uncalled bet of 3.94 returned to ""Andrew @ yhDVFE17BV""",2023-03-08T05:01:02.436Z,167825166243600
"""Fred @ EWw5rDVNJX"" folds",2023-03-08T05:01:01.582Z,167825166158200
"""Andrew @ yhDVFE17BV"" raises to 4.18",2023-03-08T05:00:33.822Z,167825163382200
"""Jul @ EcMetVW6FI"" folds",2023-03-08T05:00:28.389Z,167825162838900
"""Fred @ EWw5rDVNJX"" bets 0.24",2023-03-08T05:00:20.588Z,167825162058800
"Flop:  [2♥, 6♦, 4♥]",2023-03-08T05:00:14.648Z,167825161464800
"""the giver x2 @ RSraeqmOQa"" folds",2023-03-08T05:00:13.840Z,167825161384000
"""Joel @ DdWeAYaTSY"" folds",2023-03-08T05:00:12.937Z,167825161293700
"""Andrew @ yhDVFE17BV"" calls 0.14",2023-03-08T05:00:09.611Z,167825160961100
"""Ayatollah cum @ kaPGto3RBb"" folds",2023-03-08T05:00:08.223Z,167825160822300
"""Jul @ EcMetVW6FI"" calls 0.14",2023-03-08T05:00:07.257Z,167825160725700
"""Fred @ EWw5rDVNJX"" raises to 0.14",2023-03-08T04:59:54.453Z,167825159445300
"""qipanda @ ZzutxssYJ7"" folds",2023-03-08T04:59:50.970Z,167825159097000
"""the giver x2 @ RSraeqmOQa"" posts a big blind of 0.04",2023-03-08T04:59:43.562Z,167825158356210
"""Joel @ DdWeAYaTSY"" posts a small blind of 0.02",2023-03-08T04:59:43.562Z,167825158356209
"Your hand is 5♣, 3♣",2023-03-08T04:59:43.562Z,167825158356205
"Player stacks: #1 ""Fred @ EWw5rDVNJX"" (4.32) | #2 ""Jul @ EcMetVW6FI"" (3.68) | #3 ""Ayatollah cum @ kaPGto3RBb"" (9.20) | #6 ""Andrew @ yhDVFE17BV"" (17.10) | #8 ""Joel @ DdWeAYaTSY"" (19.19) | #9 ""the giver x2 @ RSraeqmOQa"" (4.17) | #10 ""qipanda @ ZzutxssYJ7"" (7.34)",2023-03-08T04:59:43.562Z,167825158356201
"-- starting hand #108 (id: gbw8nltzamgj)  (No Limit Texas Hold'em) (dealer: ""Andrew @ yhDVFE17BV"") --",2023-03-08T04:59:43.562Z,167825158356200
"-- ending hand #107 --",2023-03-08T04:59:37.482Z,167825157748202
"""Jul @ EcMetVW6FI"" collected 1.66 from pot with Two Pair, J's & 9's (combination: J♥, J♠, 9♦, 9♣, 7♦)",2023-03-08T04:59:37.482Z,167825157748201
"""Jul @ EcMetVW6FI"" shows a J♥, 9♦.",2023-03-08T04:59:37.482Z,167825157748200
"""the giver x2 @ RSraeqmOQa"" calls 0.16",2023-03-08T04:59:36.629Z,167825157662900
"""Jul @ EcMetVW6FI"" bets 0.16",2023-03-08T04:59:31.610Z,167825157161000
"""the giver x2 @ RSraeqmOQa"" checks",2023-03-08T04:59:08.195Z,167825154819500
"River: J♠, 9♣, 7♦, 6♣ [4♦]",2023-03-08T04:58:54.365Z,167825153436500
"""the giver x2 @ RSraeqmOQa"" calls 0.16",2023-03-08T04:58:53.547Z,167825153354700
"""Jul @ EcMetVW6FI"" bets 0.16",2023-03-08T04:58:46.054Z,167825152605400
"""the giver x2 @ RSraeqmOQa"" checks",2023-03-08T04:58:39.284Z,167825151928400
"Turn: J♠, 9♣, 7♦ [6♣]",2023-03-08T04:58:37.749Z,167825151774900
"""Fred @ EWw5rDVNJX"" folds",2023-03-08T04:58:36.872Z,167825151687200
"""the giver x2 @ RSraeqmOQa"" calls 0.32",2023-03-08T04:58:35.963Z,167825151596300
"""Joel @ DdWeAYaTSY"" folds",2023-03-08T04:58:25.436Z,167825150543600
"""Ayatollah cum @ kaPGto3RBb"" folds",2023-03-08T04:58:24.518Z,167825150451800
"""Jul @ EcMetVW6FI"" raises to 0.32",2023-03-08T04:58:23.581Z,167825150358100
"""Fred @ EWw5rDVNJX"" calls 0.16",2023-03-08T04:58:19.790Z,167825149979000
"""the giver x2 @ RSraeqmOQa"" bets 0.16",2023-03-08T04:58:17.092Z,167825149709200
"""Joel @ DdWeAYaTSY"" checks",2023-03-08T04:58:14.273Z,167825149427300
"Flop:  [J♠, 9♣, 7♦]",2023-03-08T04:58:12.731Z,167825149273100
"""Joel @ DdWeAYaTSY"" checks",2023-03-08T04:58:11.848Z,167825149184800
"""Andrew @ yhDVFE17BV"" folds",2023-03-08T04:58:09.841Z,167825148984100
"""Ayatollah cum @ kaPGto3RBb"" calls 0.04",2023-03-08T04:58:08.950Z,167825148895000
"""Jul @ EcMetVW6FI"" calls 0.04",2023-03-08T04:58:07.418Z,167825148741800
"""Fred @ EWw5rDVNJX"" calls 0.04",2023-03-08T04:58:02.769Z,167825148276900
"""qipanda @ ZzutxssYJ7"" folds",2023-03-08T04:58:01.813Z,167825148181300
"""the giver x2 @ RSraeqmOQa"" calls 0.04",2023-03-08T04:57:54.203Z,167825147420300
"""Joel @ DdWeAYaTSY"" posts a big blind of 0.04",2023-03-08T04:57:52.697Z,167825147269711
"""Andrew @ yhDVFE17BV"" posts a small blind of 0.02",2023-03-08T04:57:52.697Z,167825147269710
"Your hand is 8♠, Q♦",2023-03-08T04:57:52.697Z,167825147269706
"Player stacks: #1 ""Fred @ EWw5rDVNJX"" (4.52) | #2 ""Jul @ EcMetVW6FI"" (2.70) | #3 ""Ayatollah cum @ kaPGto3RBb"" (9.24) | #6 ""Andrew @ yhDVFE17BV"" (17.12) | #8 ""Joel @ DdWeAYaTSY"" (19.23) | #9 ""the giver x2 @ RSraeqmOQa"" (4.85) | #10 ""qipanda @ ZzutxssYJ7"" (7.34)",2023-03-08T04:57:52.697Z,167825147269702
"-- starting hand #107 (id: myerjybvqbsd)  (No Limit Texas Hold'em) (dealer: ""Ayatollah cum @ kaPGto3RBb"") --",2023-03-08T04:57:52.697Z,167825147269701
"The player ""Jade @ xhsZ8jgTjv"" quits the game with a stack of 0.00.",2023-03-08T04:57:52.697Z,167825147269700
"-- ending hand #106 --",2023-03-08T04:57:46.690Z,167825146669001
"""Joel @ DdWeAYaTSY"" collected 8.60 from pot with Pair, J's (combination: J♦, J♥, 10♦, 8♣, 5♣)",2023-03-08T04:57:46.690Z,167825146669000
"River: 3♠, 10♦, 5♣, 4♠ [8♣]",2023-03-08T04:57:42.595Z,167825146259500
"Turn: 3♠, 10♦, 5♣ [4♠]",2023-03-08T04:57:38.593Z,167825145859300
"""Joel @ DdWeAYaTSY"" shows a J♦, J♥.",2023-03-08T04:57:34.557Z,167825145455702
"""Jade @ xhsZ8jgTjv"" shows a A♦, 7♦.",2023-03-08T04:57:34.557Z,167825145455701
"Uncalled bet of 2.58 returned to ""Joel @ DdWeAYaTSY""",2023-03-08T04:57:34.557Z,167825145455700
"Some players choose to not run it twice.",2023-03-08T04:57:33.709Z,167825145370901
"""Jade @ xhsZ8jgTjv"" chooses to not run it twice.",2023-03-08T04:57:33.709Z,167825145370900
"Remaining players decide whether to run it twice.",2023-03-08T04:57:32.450Z,167825145245001
"""Jade @ xhsZ8jgTjv"" calls 1.94 and go all in",2023-03-08T04:57:32.450Z,167825145245000
"""Fred @ EWw5rDVNJX"" folds",2023-03-08T04:57:26.446Z,167825144644600
"""Joel @ DdWeAYaTSY"" bets 4.52",2023-03-08T04:57:24.774Z,167825144477400
"""Jade @ xhsZ8jgTjv"" checks",2023-03-08T04:57:22.304Z,167825144230400
"Flop:  [3♠, 10♦, 5♣]",2023-03-08T04:57:08.854Z,167825142885400
"""Jade @ xhsZ8jgTjv"" calls 1.50",2023-03-08T04:57:07.979Z,167825142797900
"""Fred @ EWw5rDVNJX"" calls 1.50",2023-03-08T04:57:04.712Z,167825142471200
"""the giver x2 @ RSraeqmOQa"" folds",2023-03-08T04:57:02.218Z,167825142221800
"""Joel @ DdWeAYaTSY"" raises to 1.50",2023-03-08T04:56:59.427Z,167825141942700
"""Jade @ xhsZ8jgTjv"" calls 0.45",2023-03-08T04:56:51.088Z,167825141108800
"""Andrew @ yhDVFE17BV"" folds",2023-03-08T04:56:49.767Z,167825140976700
"""Ayatollah cum @ kaPGto3RBb"" folds",2023-03-08T04:56:48.836Z,167825140883600
"""Jul @ EcMetVW6FI"" folds",2023-03-08T04:56:47.868Z,167825140786800
"""Fred @ EWw5rDVNJX"" raises to 0.45",2023-03-08T04:56:45.752Z,167825140575200
"""qipanda @ ZzutxssYJ7"" folds",2023-03-08T04:56:41.937Z,167825140193700
"""the giver x2 @ RSraeqmOQa"" calls 0.16",2023-03-08T04:56:40.761Z,167825140076100
"""Joel @ DdWeAYaTSY"" raises to 0.16",2023-03-08T04:56:38.508Z,167825139850800
"""Jade @ xhsZ8jgTjv"" calls 0.04",2023-03-08T04:56:34.028Z,167825139402800
"""Andrew @ yhDVFE17BV"" posts a big blind of 0.04",2023-03-08T04:56:29.714Z,167825138971411
"""Ayatollah cum @ kaPGto3RBb"" posts a small blind of 0.02",2023-03-08T04:56:29.714Z,167825138971410
"Your hand is 3♦, 4♣",2023-03-08T04:56:29.714Z,167825138971405
"Player stacks: #1 ""Fred @ EWw5rDVNJX"" (6.02) | #2 ""Jul @ EcMetVW6FI"" (2.70) | #3 ""Ayatollah cum @ kaPGto3RBb"" (9.26) | #6 ""Andrew @ yhDVFE17BV"" (17.16) | #7 ""Jade @ xhsZ8jgTjv"" (3.44) | #8 ""Joel @ DdWeAYaTSY"" (14.07) | #9 ""the giver x2 @ RSraeqmOQa"" (5.01) | #10 ""qipanda @ ZzutxssYJ7"" (7.34)",2023-03-08T04:56:29.714Z,167825138971401
"-- starting hand #106 (id: ykp1pgsnnxwl)  (No Limit Texas Hold'em) (dealer: ""Jul @ EcMetVW6FI"") --",2023-03-08T04:56:29.714Z,167825138971400
"-- ending hand #105 --",2023-03-08T04:56:23.698Z,167825138369802
"""Andrew @ yhDVFE17BV"" collected 1.06 from pot with Two Pair, 9's & 6's (combination: 9♠, 9♦, 6♦, 6♥, A♣)",2023-03-08T04:56:23.698Z,167825138369801
"""Andrew @ yhDVFE17BV"" shows a A♣, 6♦.",2023-03-08T04:56:23.698Z,167825138369800
"""Joel @ DdWeAYaTSY"" checks",2023-03-08T04:56:22.823Z,167825138282300
"""Andrew @ yhDVFE17BV"" checks",2023-03-08T04:56:06.224Z,167825136622400
"River: 9♠, 7♥, 9♦, 6♥ [Q♣]",2023-03-08T04:56:03.994Z,167825136399400
"""Joel @ DdWeAYaTSY"" calls 0.36",2023-03-08T04:56:03.150Z,167825136315000
"""Jade @ xhsZ8jgTjv"" folds",2023-03-08T04:55:59.164Z,167825135916400
"""Andrew @ yhDVFE17BV"" raises to 0.36",2023-03-08T04:55:49.857Z,167825134985700
"""Joel @ DdWeAYaTSY"" bets 0.12",2023-03-08T04:55:46.419Z,167825134641900
"""Jade @ xhsZ8jgTjv"" checks",2023-03-08T04:55:43.261Z,167825134326100
"""Andrew @ yhDVFE17BV"" checks",2023-03-08T04:55:38.513Z,167825133851300
"Turn: 9♠, 7♥, 9♦ [6♥]",2023-03-08T04:55:35.665Z,167825133566500
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-08T04:55:34.841Z,167825133484100
"""Ayatollah cum @ kaPGto3RBb"" folds",2023-03-08T04:55:23.771Z,167825132377100
"""Fred @ EWw5rDVNJX"" folds",2023-03-08T04:55:22.182Z,167825132218200
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-08T04:55:21.311Z,167825132131100
"""Jade @ xhsZ8jgTjv"" bets 0.04",2023-03-08T04:55:17.671Z,167825131767100
"""Andrew @ yhDVFE17BV"" checks",2023-03-08T04:55:05.756Z,167825130575600
"""Ayatollah cum @ kaPGto3RBb"" checks",2023-03-08T04:54:58.466Z,167825129846600
"Flop:  [9♠, 7♥, 9♦]",2023-03-08T04:54:55.314Z,167825129531400
"""Ayatollah cum @ kaPGto3RBb"" checks",2023-03-08T04:54:54.488Z,167825129448800
"""Jul @ EcMetVW6FI"" folds",2023-03-08T04:54:52.529Z,167825129252900
"""Fred @ EWw5rDVNJX"" calls 0.04",2023-03-08T04:54:49.956Z,167825128995600
"""qipanda @ ZzutxssYJ7"" folds",2023-03-08T04:54:49.040Z,167825128904000
"""the giver x2 @ RSraeqmOQa"" folds",2023-03-08T04:54:47.909Z,167825128790900
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-08T04:54:46.982Z,167825128698200
"""Jade @ xhsZ8jgTjv"" calls 0.04",2023-03-08T04:54:43.431Z,167825128343100
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-08T04:54:41.439Z,167825128143900
"""Ayatollah cum @ kaPGto3RBb"" posts a big blind of 0.04",2023-03-08T04:54:39.834Z,167825127983411
"""Jul @ EcMetVW6FI"" posts a small blind of 0.02",2023-03-08T04:54:39.834Z,167825127983410
"Your hand is A♣, 6♦",2023-03-08T04:54:39.834Z,167825127983405
"Player stacks: #1 ""Fred @ EWw5rDVNJX"" (6.06) | #2 ""Jul @ EcMetVW6FI"" (2.72) | #3 ""Ayatollah cum @ kaPGto3RBb"" (9.30) | #6 ""Andrew @ yhDVFE17BV"" (16.54) | #7 ""Jade @ xhsZ8jgTjv"" (3.52) | #8 ""Joel @ DdWeAYaTSY"" (14.51) | #9 ""the giver x2 @ RSraeqmOQa"" (5.01) | #10 ""qipanda @ ZzutxssYJ7"" (7.34)",2023-03-08T04:54:39.834Z,167825127983401
"-- starting hand #105 (id: r7qoqhs9phyt)  (No Limit Texas Hold'em) (dealer: ""Fred @ EWw5rDVNJX"") --",2023-03-08T04:54:39.834Z,167825127983400
"Undealt cards: 9♠, 4♦, 7♥, Q♠ [3♣]",2023-03-08T04:54:36.510Z,167825127651000
"-- ending hand #104 --",2023-03-08T04:54:33.886Z,167825127388602
"""Jade @ xhsZ8jgTjv"" collected 0.40 from pot",2023-03-08T04:54:33.886Z,167825127388601
"Uncalled bet of 0.40 returned to ""Jade @ xhsZ8jgTjv""",2023-03-08T04:54:33.886Z,167825127388600
"""Fred @ EWw5rDVNJX"" folds",2023-03-08T04:54:33.052Z,167825127305200
"""Jade @ xhsZ8jgTjv"" bets 0.40",2023-03-08T04:54:31.723Z,167825127172300
"""Fred @ EWw5rDVNJX"" checks",2023-03-08T04:54:27.899Z,167825126789900
"Turn: 9♠, 4♦, 7♥ [Q♠]",2023-03-08T04:54:26.351Z,167825126635100
"""qipanda @ ZzutxssYJ7"" folds",2023-03-08T04:54:25.502Z,167825126550200
"""Jade @ xhsZ8jgTjv"" calls 0.10",2023-03-08T04:54:18.004Z,167825125800400
"""Ayatollah cum @ kaPGto3RBb"" folds",2023-03-08T04:54:15.928Z,167825125592800
"""Jul @ EcMetVW6FI"" folds",2023-03-08T04:54:08.635Z,167825124863500
"""Fred @ EWw5rDVNJX"" bets 0.10",2023-03-08T04:54:06.429Z,167825124642900
"Flop:  [9♠, 4♦, 7♥]",2023-03-08T04:54:03.382Z,167825124338200
"""Jul @ EcMetVW6FI"" checks",2023-03-08T04:54:02.533Z,167825124253300
"""Fred @ EWw5rDVNJX"" calls 0.04",2023-03-08T04:53:59.159Z,167825123915900
"""qipanda @ ZzutxssYJ7"" calls 0.04",2023-03-08T04:53:58.243Z,167825123824300
"""the giver x2 @ RSraeqmOQa"" folds",2023-03-08T04:53:56.283Z,167825123628300
"""Joel @ DdWeAYaTSY"" folds",2023-03-08T04:53:55.334Z,167825123533400
"""Jade @ xhsZ8jgTjv"" calls 0.04",2023-03-08T04:53:54.408Z,167825123440800
"""Andrew @ yhDVFE17BV"" folds",2023-03-08T04:53:52.936Z,167825123293600
"""Ayatollah cum @ kaPGto3RBb"" calls 0.04",2023-03-08T04:53:42.738Z,167825122273800
"""Jul @ EcMetVW6FI"" posts a big blind of 0.04",2023-03-08T04:53:39.704Z,167825121970411
"""Fred @ EWw5rDVNJX"" posts a small blind of 0.02",2023-03-08T04:53:39.704Z,167825121970410
"Your hand is 6♠, 8♣",2023-03-08T04:53:39.704Z,167825121970405
"Player stacks: #1 ""Fred @ EWw5rDVNJX"" (6.20) | #2 ""Jul @ EcMetVW6FI"" (2.76) | #3 ""Ayatollah cum @ kaPGto3RBb"" (9.34) | #6 ""Andrew @ yhDVFE17BV"" (16.54) | #7 ""Jade @ xhsZ8jgTjv"" (3.26) | #8 ""Joel @ DdWeAYaTSY"" (14.51) | #9 ""the giver x2 @ RSraeqmOQa"" (5.01) | #10 ""qipanda @ ZzutxssYJ7"" (7.38)",2023-03-08T04:53:39.704Z,167825121970401
"-- starting hand #104 (id: wwwf4pevfgqc)  (No Limit Texas Hold'em) (dealer: ""qipanda @ ZzutxssYJ7"") --",2023-03-08T04:53:39.704Z,167825121970400
"""Ayatollah cum @ kaPGto3RBb"" shows a 2♠, 2♥.",2023-03-08T04:53:34.629Z,167825121462900
"-- ending hand #103 --",2023-03-08T04:53:33.101Z,167825121310102
"""Fred @ EWw5rDVNJX"" collected 0.28 from pot",2023-03-08T04:53:33.101Z,167825121310101
"Uncalled bet of 0.28 returned to ""Fred @ EWw5rDVNJX""",2023-03-08T04:53:33.101Z,167825121310100
"""qipanda @ ZzutxssYJ7"" folds",2023-03-08T04:53:32.240Z,167825121224000
"""the giver x2 @ RSraeqmOQa"" folds",2023-03-08T04:53:31.398Z,167825121139800
"""Joel @ DdWeAYaTSY"" folds",2023-03-08T04:53:30.494Z,167825121049400
"""Jade @ xhsZ8jgTjv"" folds",2023-03-08T04:53:29.563Z,167825120956300
"""Ayatollah cum @ kaPGto3RBb"" folds",2023-03-08T04:53:23.323Z,167825120332300
"""Jul @ EcMetVW6FI"" folds",2023-03-08T04:53:22.354Z,167825120235400
"""Fred @ EWw5rDVNJX"" raises to 0.32",2023-03-08T04:53:20.257Z,167825120025700
"""qipanda @ ZzutxssYJ7"" calls 0.04",2023-03-08T04:53:17.601Z,167825119760100
"""the giver x2 @ RSraeqmOQa"" calls 0.04",2023-03-08T04:53:16.756Z,167825119675600
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-08T04:53:12.559Z,167825119255900
"""Jade @ xhsZ8jgTjv"" calls 0.04",2023-03-08T04:53:10.984Z,167825119098400
"""Andrew @ yhDVFE17BV"" folds",2023-03-08T04:53:09.717Z,167825118971700
"""Ayatollah cum @ kaPGto3RBb"" calls 0.04",2023-03-08T04:53:08.820Z,167825118882000
"""Jul @ EcMetVW6FI"" calls 0.04",2023-03-08T04:53:07.427Z,167825118742700
"""Fred @ EWw5rDVNJX"" posts a big blind of 0.04",2023-03-08T04:53:03.848Z,167825118384811
"""qipanda @ ZzutxssYJ7"" posts a small blind of 0.02",2023-03-08T04:53:03.848Z,167825118384810
"Your hand is 8♦, 6♠",2023-03-08T04:53:03.848Z,167825118384805
"Player stacks: #1 ""Fred @ EWw5rDVNJX"" (5.96) | #2 ""Jul @ EcMetVW6FI"" (2.80) | #3 ""Ayatollah cum @ kaPGto3RBb"" (9.38) | #6 ""Andrew @ yhDVFE17BV"" (16.54) | #7 ""Jade @ xhsZ8jgTjv"" (3.30) | #8 ""Joel @ DdWeAYaTSY"" (14.55) | #9 ""the giver x2 @ RSraeqmOQa"" (5.05) | #10 ""qipanda @ ZzutxssYJ7"" (7.42)",2023-03-08T04:53:03.848Z,167825118384801
"-- starting hand #103 (id: 7g5bul3h0ukz)  (No Limit Texas Hold'em) (dealer: ""the giver x2 @ RSraeqmOQa"") --",2023-03-08T04:53:03.848Z,167825118384800
"Undealt cards:  [9♥, 7♠, A♠, A♦, 9♣]",2023-03-08T04:52:59.903Z,167825117990300
