entry,at,order
"The player ""ju @ dmawfvSpk0"" quits the game with a stack of 0.00.",2023-03-29T04:10:05.068Z,168006300506800
"""Jade @ xhsZ8jgTjv"" shows a 5♦, 3♥.",2023-03-29T04:09:59.970Z,168006299997000
"""danial @ kMYSUvj9gu"" shows a 2♠, 10♥.",2023-03-29T04:09:57.323Z,168006299732300
"""Dorothy @ wzpnFqlu9P"" shows a 6♥, 9♥.",2023-03-29T04:09:56.435Z,168006299643500
"""Joel @ DdWeAYaTSY"" shows a J♣, 8♣.",2023-03-29T04:09:56.421Z,168006299642100
"""qi @ ZzutxssYJ7"" shows a 5♠, 4♠.",2023-03-29T04:09:56.386Z,168006299638600
"""Ayatollah cum @ kaPGto3RBb"" shows a 6♠, 4♣.",2023-03-29T04:09:56.287Z,168006299628700
"""Fred @ EWw5rDVNJX"" shows a 7♠, 4♦.",2023-03-29T04:09:56.094Z,168006299609400
"-- ending hand #103 --",2023-03-29T04:09:55.522Z,168006299552201
"""Andrew @ yhDVFE17BV"" collected 7.58 from pot with Pair, 7's (combination: 7♦, 7♣, A♦, K♣, 8♠)",2023-03-29T04:09:55.522Z,168006299552200
"River: 6♣, 7♣, A♦, 8♠ [5♣]",2023-03-29T04:09:51.519Z,168006299151900
"Turn: 6♣, 7♣, A♦ [8♠]",2023-03-29T04:09:47.507Z,168006298750700
"Flop:  [6♣, 7♣, A♦]",2023-03-29T04:09:43.500Z,168006298350000
"""Andrew @ yhDVFE17BV"" shows a K♣, 7♦.",2023-03-29T04:09:39.498Z,168006297949802
"""ju @ dmawfvSpk0"" shows a Q♠, 3♠.",2023-03-29T04:09:39.498Z,168006297949801
"Uncalled bet of 1.28 returned to ""Andrew @ yhDVFE17BV""",2023-03-29T04:09:39.498Z,168006297949800
"Some players choose to not run it twice.",2023-03-29T04:09:38.680Z,168006297868000
"""Andrew @ yhDVFE17BV"" chooses to  run it twice.",2023-03-29T04:09:30.872Z,168006297087200
"Remaining players decide whether to run it twice.",2023-03-29T04:09:28.591Z,168006296859101
"""Fred @ EWw5rDVNJX"" folds",2023-03-29T04:09:28.591Z,168006296859100
"""qi @ ZzutxssYJ7"" folds",2023-03-29T04:09:19.993Z,168006295999300
"""Ayatollah cum @ kaPGto3RBb"" folds",2023-03-29T04:09:19.091Z,168006295909100
"""Joel @ DdWeAYaTSY"" folds",2023-03-29T04:09:17.255Z,168006295725500
"""sunny @ WuCshiDEpw"" folds",2023-03-29T04:08:36.433Z,168006291643300
"""ju @ dmawfvSpk0"" calls 3.72 and go all in",2023-03-29T04:08:35.495Z,168006291549500
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-29T04:08:31.768Z,168006291176800
"""Andrew @ yhDVFE17BV"" raises to 5.00 and go all in",2023-03-29T04:08:26.060Z,168006290606000
"""Fred @ EWw5rDVNJX"" calls 0.04",2023-03-29T04:08:11.757Z,168006289175700
"""danial @ kMYSUvj9gu"" folds",2023-03-29T04:08:10.866Z,168006289086600
"""Jade @ xhsZ8jgTjv"" folds",2023-03-29T04:08:09.133Z,168006288913300
"""qi @ ZzutxssYJ7"" calls 0.04",2023-03-29T04:08:08.249Z,168006288824900
"The admin ""qi @ ZzutxssYJ7"" enqueued the game stop on next hand.",2023-03-29T04:08:06.290Z,168006288629000
"""Ayatollah cum @ kaPGto3RBb"" posts a big blind of 0.04",2023-03-29T04:08:00.615Z,168006288061514
"""Joel @ DdWeAYaTSY"" posts a small blind of 0.02",2023-03-29T04:08:00.615Z,168006288061513
"Your hand is K♣, 7♦",2023-03-29T04:08:00.615Z,168006288061511
"Player stacks: #1 ""ju @ dmawfvSpk0"" (3.72) | #2 ""sunny @ WuCshiDEpw"" (6.30) | #3 ""Joel @ DdWeAYaTSY"" (28.59) | #4 ""Ayatollah cum @ kaPGto3RBb"" (5.59) | #5 ""qi @ ZzutxssYJ7"" (14.55) | #6 ""Jade @ xhsZ8jgTjv"" (5.73) | #7 ""danial @ kMYSUvj9gu"" (20.48) | #8 ""Fred @ EWw5rDVNJX"" (10.32) | #9 ""Andrew @ yhDVFE17BV"" (5.00) | #10 ""Dorothy @ wzpnFqlu9P"" (4.72)",2023-03-29T04:08:00.615Z,168006288061502
"-- starting hand #103 (id: popmfjfgnm5k)  (No Limit Texas Hold'em) (dealer: ""sunny @ WuCshiDEpw"") --",2023-03-29T04:08:00.615Z,168006288061501
"The player ""Andrew @ yhDVFE17BV"" joined the game with a stack of 5.00.",2023-03-29T04:08:00.615Z,168006288061500
"""Ayatollah cum @ kaPGto3RBb"" shows a 4♦, A♣.",2023-03-29T04:07:55.043Z,168006287504300
"-- ending hand #102 --",2023-03-29T04:07:53.902Z,168006287390202
"""Ayatollah cum @ kaPGto3RBb"" collected 3.00 from pot",2023-03-29T04:07:53.902Z,168006287390201
"Uncalled bet of 2.59 returned to ""Ayatollah cum @ kaPGto3RBb""",2023-03-29T04:07:53.902Z,168006287390200
"""sunny @ WuCshiDEpw"" folds",2023-03-29T04:07:53.083Z,168006287308300
"""ju @ dmawfvSpk0"" folds",2023-03-29T04:07:39.251Z,168006285925100
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-29T04:07:25.153Z,168006284515300
"""danial @ kMYSUvj9gu"" folds",2023-03-29T04:07:15.104Z,168006283510400
"""qi @ ZzutxssYJ7"" folds",2023-03-29T04:07:12.941Z,168006283294100
"""Ayatollah cum @ kaPGto3RBb"" raises to 3.34 and go all in",2023-03-29T04:07:10.984Z,168006283098400
"""sunny @ WuCshiDEpw"" bets 0.75",2023-03-29T04:07:07.296Z,168006282729600
"Turn: A♠, 2♥, Q♦ [A♦]",2023-03-29T04:07:02.270Z,168006282227000
"""ju @ dmawfvSpk0"" calls 0.04",2023-03-29T04:07:01.406Z,168006282140600
"""Dorothy @ wzpnFqlu9P"" calls 0.04",2023-03-29T04:06:59.472Z,168006281947200
"""Fred @ EWw5rDVNJX"" folds",2023-03-29T04:06:56.398Z,168006281639800
"""danial @ kMYSUvj9gu"" calls 0.04",2023-03-29T04:06:53.378Z,168006281337800
"""Jade @ xhsZ8jgTjv"" folds",2023-03-29T04:06:50.706Z,168006281070600
"""qi @ ZzutxssYJ7"" calls 0.04",2023-03-29T04:06:47.859Z,168006280785900
"""Ayatollah cum @ kaPGto3RBb"" calls 0.04",2023-03-29T04:06:39.624Z,168006279962400
"""Joel @ DdWeAYaTSY"" folds",2023-03-29T04:06:37.761Z,168006279776100
"""sunny @ WuCshiDEpw"" bets 0.04",2023-03-29T04:06:35.928Z,168006279592800
"Flop:  [A♠, 2♥, Q♦]",2023-03-29T04:06:30.353Z,168006279035300
"""Ayatollah cum @ kaPGto3RBb"" calls 0.14",2023-03-29T04:06:29.525Z,168006278952500
"""Joel @ DdWeAYaTSY"" calls 0.14",2023-03-29T04:06:27.674Z,168006278767400
"""sunny @ WuCshiDEpw"" calls 0.14",2023-03-29T04:06:22.334Z,168006278233400
"""ju @ dmawfvSpk0"" calls 0.14",2023-03-29T04:06:20.278Z,168006278027800
"""Dorothy @ wzpnFqlu9P"" calls 0.14",2023-03-29T04:06:18.490Z,168006277849000
"""Fred @ EWw5rDVNJX"" calls 0.14",2023-03-29T04:06:15.187Z,168006277518700
"""danial @ kMYSUvj9gu"" calls 0.14",2023-03-29T04:06:13.828Z,168006277382800
"""Jade @ xhsZ8jgTjv"" calls 0.14",2023-03-29T04:06:07.720Z,168006276772000
"""qi @ ZzutxssYJ7"" raises to 0.14",2023-03-29T04:06:05.849Z,168006276584900
"The admin approved the player ""Andrew @ yhDVFE17BV"" participation with a stack of 5.00.",2023-03-29T04:05:58.228Z,168006275822800
"The player ""Andrew @ yhDVFE17BV"" requested a seat.",2023-03-29T04:05:48.275Z,168006274827500
"""Ayatollah cum @ kaPGto3RBb"" calls 0.04",2023-03-29T04:05:47.366Z,168006274736600
"""Joel @ DdWeAYaTSY"" posts a big blind of 0.04",2023-03-29T04:05:44.433Z,168006274443313
"""sunny @ WuCshiDEpw"" posts a small blind of 0.02",2023-03-29T04:05:44.433Z,168006274443312
"Player stacks: #1 ""ju @ dmawfvSpk0"" (3.90) | #2 ""sunny @ WuCshiDEpw"" (7.23) | #3 ""Joel @ DdWeAYaTSY"" (28.73) | #4 ""Ayatollah cum @ kaPGto3RBb"" (3.52) | #5 ""qi @ ZzutxssYJ7"" (14.73) | #6 ""Jade @ xhsZ8jgTjv"" (5.87) | #7 ""danial @ kMYSUvj9gu"" (20.66) | #8 ""Fred @ EWw5rDVNJX"" (10.46) | #10 ""Dorothy @ wzpnFqlu9P"" (4.90)",2023-03-29T04:05:44.433Z,168006274443302
"-- starting hand #102 (id: bewnhbefnrta)  (No Limit Texas Hold'em) (dealer: ""ju @ dmawfvSpk0"") --",2023-03-29T04:05:44.433Z,168006274443301
"The player ""Andrew @ yhDVFE17BV"" quits the game with a stack of 0.00.",2023-03-29T04:05:44.433Z,168006274443300
"""ju @ dmawfvSpk0"" shows a J♣, K♠.",2023-03-29T04:05:41.515Z,168006274151500
"-- ending hand #101 --",2023-03-29T04:05:37.872Z,168006273787201
"""Fred @ EWw5rDVNJX"" collected 10.34 from pot with Two Pair, 10's & 9's (combination: 10♠, 10♣, 9♦, 9♣, J♠)",2023-03-29T04:05:37.872Z,168006273787200
"River: 2♥, 5♦, 9♦, J♠ [9♣]",2023-03-29T04:05:33.866Z,168006273386600
"Turn: 2♥, 5♦, 9♦ [J♠]",2023-03-29T04:05:29.863Z,168006272986300
"""Andrew @ yhDVFE17BV"" shows a 8♠, Q♦.",2023-03-29T04:05:25.821Z,168006272582101
"""Fred @ EWw5rDVNJX"" shows a 10♠, 10♣.",2023-03-29T04:05:25.821Z,168006272582100
"Some players choose to not run it twice.",2023-03-29T04:05:24.995Z,168006272499501
"""Fred @ EWw5rDVNJX"" chooses to not run it twice.",2023-03-29T04:05:24.995Z,168006272499500
"Remaining players decide whether to run it twice.",2023-03-29T04:05:23.660Z,168006272366001
"""Fred @ EWw5rDVNJX"" calls 4.78",2023-03-29T04:05:23.660Z,168006272366000
"""ju @ dmawfvSpk0"" folds",2023-03-29T04:05:10.452Z,168006271045200
"""Andrew @ yhDVFE17BV"" raises to 4.78 and go all in",2023-03-29T04:04:47.490Z,168006268749000
"""Fred @ EWw5rDVNJX"" bets 0.78",2023-03-29T04:04:30.147Z,168006267014700
"""ju @ dmawfvSpk0"" checks",2023-03-29T04:04:27.655Z,168006266765500
"Flop:  [2♥, 5♦, 9♦]",2023-03-29T04:04:23.366Z,168006266336600
"""Jade @ xhsZ8jgTjv"" folds",2023-03-29T04:04:22.551Z,168006266255100
"""Joel @ DdWeAYaTSY"" folds",2023-03-29T04:04:19.182Z,168006265918200
"""sunny @ WuCshiDEpw"" folds",2023-03-29T04:04:15.367Z,168006265536700
"""ju @ dmawfvSpk0"" calls 0.22",2023-03-29T04:04:14.471Z,168006265447100
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-29T04:04:08.952Z,168006264895200
"""Andrew @ yhDVFE17BV"" calls 0.22",2023-03-29T04:04:08.004Z,168006264800400
"""Fred @ EWw5rDVNJX"" raises to 0.22",2023-03-29T04:04:05.903Z,168006264590300
"""danial @ kMYSUvj9gu"" folds",2023-03-29T04:04:03.152Z,168006264315200
"""Jade @ xhsZ8jgTjv"" calls 0.04",2023-03-29T04:04:02.188Z,168006264218800
"""qi @ ZzutxssYJ7"" folds",2023-03-29T04:03:59.092Z,168006263909200
"""Ayatollah cum @ kaPGto3RBb"" folds",2023-03-29T04:03:55.500Z,168006263550000
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-29T04:03:34.586Z,168006261458600
"""sunny @ WuCshiDEpw"" posts a big blind of 0.04",2023-03-29T04:03:32.469Z,168006261246914
"""ju @ dmawfvSpk0"" posts a small blind of 0.02",2023-03-29T04:03:32.469Z,168006261246913
"Your hand is 8♠, Q♦",2023-03-29T04:03:32.469Z,168006261246911
"Player stacks: #1 ""ju @ dmawfvSpk0"" (4.12) | #2 ""sunny @ WuCshiDEpw"" (7.27) | #3 ""Joel @ DdWeAYaTSY"" (28.77) | #4 ""Ayatollah cum @ kaPGto3RBb"" (3.52) | #5 ""qi @ ZzutxssYJ7"" (14.73) | #6 ""Jade @ xhsZ8jgTjv"" (5.91) | #7 ""danial @ kMYSUvj9gu"" (20.66) | #8 ""Fred @ EWw5rDVNJX"" (5.12) | #9 ""Andrew @ yhDVFE17BV"" (5.00) | #10 ""Dorothy @ wzpnFqlu9P"" (4.90)",2023-03-29T04:03:32.469Z,168006261246902
"-- starting hand #101 (id: xmphxf6depkf)  (No Limit Texas Hold'em) (dealer: ""Dorothy @ wzpnFqlu9P"") --",2023-03-29T04:03:32.469Z,168006261246901
"The player ""Andrew @ yhDVFE17BV"" joined the game with a stack of 5.00.",2023-03-29T04:03:32.469Z,168006261246900
"""Ayatollah cum @ kaPGto3RBb"" shows a 4♠, 6♣.",2023-03-29T04:03:30.872Z,168006261087200
"Undealt cards: 5♣, Q♠, 9♣, Q♥ [K♥]",2023-03-29T04:03:27.367Z,168006260736700
"""Jade @ xhsZ8jgTjv"" shows a 9♦, Q♦.",2023-03-29T04:03:25.931Z,168006260593100
"""danial @ kMYSUvj9gu"" shows a 7♣, A♣.",2023-03-29T04:03:25.206Z,168006260520600
"-- ending hand #100 --",2023-03-29T04:03:24.456Z,168006260445602
"""Jade @ xhsZ8jgTjv"" collected 1.32 from pot",2023-03-29T04:03:24.456Z,168006260445601
"Uncalled bet of 4.59 returned to ""Jade @ xhsZ8jgTjv""",2023-03-29T04:03:24.456Z,168006260445600
"""danial @ kMYSUvj9gu"" folds",2023-03-29T04:03:23.555Z,168006260355500
"""Jade @ xhsZ8jgTjv"" bets 4.59 and go all in",2023-03-29T04:03:20.027Z,168006260002700
"Turn: 5♣, Q♠, 9♣ [Q♥]",2023-03-29T04:03:12.519Z,168006259251900
"""qi @ ZzutxssYJ7"" folds",2023-03-29T04:03:11.689Z,168006259168900
"""Joel @ DdWeAYaTSY"" folds",2023-03-29T04:03:10.789Z,168006259078900
"""ju @ dmawfvSpk0"" folds",2023-03-29T04:03:08.743Z,168006258874300
"""danial @ kMYSUvj9gu"" calls 0.33",2023-03-29T04:03:05.986Z,168006258598600
"""Jade @ xhsZ8jgTjv"" bets 0.33",2023-03-29T04:02:58.183Z,168006257818300
"""qi @ ZzutxssYJ7"" checks",2023-03-29T04:02:52.024Z,168006257202400
"""Joel @ DdWeAYaTSY"" checks",2023-03-29T04:02:51.177Z,168006257117700
"""ju @ dmawfvSpk0"" checks",2023-03-29T04:02:49.077Z,168006256907700
"Flop:  [5♣, Q♠, 9♣]",2023-03-29T04:02:42.383Z,168006256238300
"""Jade @ xhsZ8jgTjv"" calls 0.12",2023-03-29T04:02:41.572Z,168006256157200
"""qi @ ZzutxssYJ7"" calls 0.12",2023-03-29T04:02:39.735Z,168006255973500
"""Ayatollah cum @ kaPGto3RBb"" folds",2023-03-29T04:02:38.848Z,168006255884800
"""Joel @ DdWeAYaTSY"" calls 0.12",2023-03-29T04:02:36.944Z,168006255694400
"""ju @ dmawfvSpk0"" calls 0.12",2023-03-29T04:02:30.654Z,168006255065400
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-29T04:02:26.933Z,168006254693300
"""Fred @ EWw5rDVNJX"" folds",2023-03-29T04:02:25.470Z,168006254547000
"""danial @ kMYSUvj9gu"" raises to 0.12",2023-03-29T04:02:24.530Z,168006254453000
"""Jade @ xhsZ8jgTjv"" calls 0.04",2023-03-29T04:02:20.676Z,168006254067600
"""qi @ ZzutxssYJ7"" calls 0.04",2023-03-29T04:02:18.816Z,168006253881600
"""Ayatollah cum @ kaPGto3RBb"" calls 0.04",2023-03-29T04:02:17.610Z,168006253761000
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-29T04:02:12.904Z,168006253290400
"""sunny @ WuCshiDEpw"" folds",2023-03-29T04:02:10.155Z,168006253015500
"""ju @ dmawfvSpk0"" posts a big blind of 0.04",2023-03-29T04:02:08.650Z,168006252865012
"""Dorothy @ wzpnFqlu9P"" posts a small blind of 0.02",2023-03-29T04:02:08.650Z,168006252865011
"Player stacks: #1 ""ju @ dmawfvSpk0"" (4.24) | #2 ""sunny @ WuCshiDEpw"" (7.27) | #3 ""Joel @ DdWeAYaTSY"" (28.89) | #4 ""Ayatollah cum @ kaPGto3RBb"" (3.56) | #5 ""qi @ ZzutxssYJ7"" (14.85) | #6 ""Jade @ xhsZ8jgTjv"" (5.04) | #7 ""danial @ kMYSUvj9gu"" (21.11) | #8 ""Fred @ EWw5rDVNJX"" (5.12) | #10 ""Dorothy @ wzpnFqlu9P"" (4.92)",2023-03-29T04:02:08.650Z,168006252865001
"-- starting hand #100 (id: gactmflkrkg3)  (No Limit Texas Hold'em) (dealer: ""Fred @ EWw5rDVNJX"") --",2023-03-29T04:02:08.650Z,168006252865000
"Undealt cards:  [3♣, 6♣, 3♠, J♣, 7♣]",2023-03-29T04:02:06.691Z,168006252669100
"""Fred @ EWw5rDVNJX"" shows a 4♣, J♠.",2023-03-29T04:02:06.424Z,168006252642400
"""sunny @ WuCshiDEpw"" shows a 5♣, 2♣.",2023-03-29T04:02:05.120Z,168006252512000
"-- ending hand #99 --",2023-03-29T04:02:01.226Z,168006252122602
"""Dorothy @ wzpnFqlu9P"" collected 0.28 from pot",2023-03-29T04:02:01.226Z,168006252122601
"Uncalled bet of 4.64 returned to ""Dorothy @ wzpnFqlu9P""",2023-03-29T04:02:01.226Z,168006252122600
"""Fred @ EWw5rDVNJX"" folds",2023-03-29T04:02:00.354Z,168006252035400
"""danial @ kMYSUvj9gu"" folds",2023-03-29T04:01:59.480Z,168006251948000
"""Jade @ xhsZ8jgTjv"" folds",2023-03-29T04:01:58.499Z,168006251849900
"""Ayatollah cum @ kaPGto3RBb"" folds",2023-03-29T04:01:57.611Z,168006251761100
"""Joel @ DdWeAYaTSY"" folds",2023-03-29T04:01:36.672Z,168006249667200
"""ju @ dmawfvSpk0"" folds",2023-03-29T04:01:35.681Z,168006249568100
"""Dorothy @ wzpnFqlu9P"" raises to 4.68 and go all in",2023-03-29T04:01:31.437Z,168006249143700
"""Fred @ EWw5rDVNJX"" calls 0.04",2023-03-29T04:01:19.410Z,168006247941000
"""danial @ kMYSUvj9gu"" calls 0.04",2023-03-29T04:01:18.482Z,168006247848200
"""Jade @ xhsZ8jgTjv"" calls 0.04",2023-03-29T04:01:13.964Z,168006247396400
"""qi @ ZzutxssYJ7"" folds",2023-03-29T04:01:11.305Z,168006247130500
"""Ayatollah cum @ kaPGto3RBb"" calls 0.04",2023-03-29T04:01:09.517Z,168006246951700
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-29T04:01:07.038Z,168006246703800
"The admin approved the player ""Andrew @ yhDVFE17BV"" participation with a stack of 5.00.",2023-03-29T04:01:04.409Z,168006246440900
"""sunny @ WuCshiDEpw"" folds",2023-03-29T04:01:04.332Z,168006246433200
"""ju @ dmawfvSpk0"" calls 0.04",2023-03-29T04:01:02.638Z,168006246263800
"The player ""Andrew @ yhDVFE17BV"" requested a seat.",2023-03-29T04:01:01.972Z,168006246197200
"""Dorothy @ wzpnFqlu9P"" posts a big blind of 0.04",2023-03-29T04:00:58.423Z,168006245842313
"""Fred @ EWw5rDVNJX"" posts a small blind of 0.02",2023-03-29T04:00:58.423Z,168006245842312
"Player stacks: #1 ""ju @ dmawfvSpk0"" (4.28) | #2 ""sunny @ WuCshiDEpw"" (7.27) | #3 ""Joel @ DdWeAYaTSY"" (28.93) | #4 ""Ayatollah cum @ kaPGto3RBb"" (3.60) | #5 ""qi @ ZzutxssYJ7"" (14.85) | #6 ""Jade @ xhsZ8jgTjv"" (5.08) | #7 ""danial @ kMYSUvj9gu"" (21.15) | #8 ""Fred @ EWw5rDVNJX"" (5.16) | #10 ""Dorothy @ wzpnFqlu9P"" (4.68)",2023-03-29T04:00:58.423Z,168006245842302
"-- starting hand #99 (id: 3leudx7zan6e)  (No Limit Texas Hold'em) (dealer: ""danial @ kMYSUvj9gu"") --",2023-03-29T04:00:58.423Z,168006245842301
"The player ""Andrew @ yhDVFE17BV"" quits the game with a stack of 0.00.",2023-03-29T04:00:58.423Z,168006245842300
"-- ending hand #98 --",2023-03-29T04:00:50.394Z,168006245039402
"""Joel @ DdWeAYaTSY"" collected 4.87 from pot with Two Pair, A's & J's on the second run  (combination: A♥, A♣, J♣, J♠, 7♦)",2023-03-29T04:00:50.394Z,168006245039401
"""Joel @ DdWeAYaTSY"" collected 4.87 from pot with Straight, A High (combination: A♥, K♠, Q♦, J♣, 10♥)",2023-03-29T04:00:50.394Z,168006245039400
"River (second run): 7♦, 2♣, A♣, J♠ [5♦]",2023-03-29T04:00:46.391Z,168006244639100
"Turn (second run): 7♦, 2♣, A♣ [J♠]",2023-03-29T04:00:42.322Z,168006244232200
"Flop (second run):  [7♦, 2♣, A♣]",2023-03-29T04:00:38.310Z,168006243831000
"River: 7♣, 10♥, K♠, Q♦ [2♥]",2023-03-29T04:00:34.217Z,168006243421700
"Turn: 7♣, 10♥, K♠ [Q♦]",2023-03-29T04:00:30.184Z,168006243018400
"Flop:  [7♣, 10♥, K♠]",2023-03-29T04:00:26.176Z,168006242617600
"""Andrew @ yhDVFE17BV"" shows a K♣, 10♦.",2023-03-29T04:00:22.172Z,168006242217201
"""Joel @ DdWeAYaTSY"" shows a A♥, J♣.",2023-03-29T04:00:22.172Z,168006242217200
"All players in hand choose to run it twice.",2023-03-29T04:00:21.315Z,168006242131501
"""Andrew @ yhDVFE17BV"" chooses to  run it twice.",2023-03-29T04:00:21.315Z,168006242131500
"""Joel @ DdWeAYaTSY"" chooses to  run it twice.",2023-03-29T04:00:20.584Z,168006242058400
"Remaining players decide whether to run it twice.",2023-03-29T04:00:18.640Z,168006241864001
"""Fred @ EWw5rDVNJX"" folds",2023-03-29T04:00:18.640Z,168006241864000
"""Jade @ xhsZ8jgTjv"" folds",2023-03-29T04:00:17.742Z,168006241774200
"""Joel @ DdWeAYaTSY"" calls 4.64",2023-03-29T04:00:16.824Z,168006241682400
"""sunny @ WuCshiDEpw"" folds",2023-03-29T03:59:55.602Z,168006239560200
"""Andrew @ yhDVFE17BV"" raises to 4.64 and go all in",2023-03-29T03:59:45.711Z,168006238571100
"""Fred @ EWw5rDVNJX"" calls 0.20",2023-03-29T03:59:42.935Z,168006238293500
"""danial @ kMYSUvj9gu"" folds",2023-03-29T03:59:42.066Z,168006238206600
"""Jade @ xhsZ8jgTjv"" calls 0.20",2023-03-29T03:59:38.437Z,168006237843700
"""qi @ ZzutxssYJ7"" folds",2023-03-29T03:59:34.014Z,168006237401400
"""Ayatollah cum @ kaPGto3RBb"" folds",2023-03-29T03:59:17.854Z,168006235785400
"""Joel @ DdWeAYaTSY"" raises to 0.20",2023-03-29T03:59:16.129Z,168006235612900
"""sunny @ WuCshiDEpw"" calls 0.04",2023-03-29T03:59:10.367Z,168006235036700
"""ju @ dmawfvSpk0"" folds",2023-03-29T03:59:08.851Z,168006234885100
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-29T03:59:06.361Z,168006234636100
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-29T03:59:05.512Z,168006234551200
"""Fred @ EWw5rDVNJX"" posts a big blind of 0.04",2023-03-29T03:58:59.612Z,168006233961213
"""danial @ kMYSUvj9gu"" posts a small blind of 0.02",2023-03-29T03:58:59.612Z,168006233961212
"Your hand is K♣, 10♦",2023-03-29T03:58:59.612Z,168006233961210
"Player stacks: #1 ""ju @ dmawfvSpk0"" (4.28) | #2 ""sunny @ WuCshiDEpw"" (7.31) | #3 ""Joel @ DdWeAYaTSY"" (23.83) | #4 ""Ayatollah cum @ kaPGto3RBb"" (3.60) | #5 ""qi @ ZzutxssYJ7"" (14.85) | #6 ""Jade @ xhsZ8jgTjv"" (5.28) | #7 ""danial @ kMYSUvj9gu"" (21.17) | #8 ""Fred @ EWw5rDVNJX"" (5.36) | #9 ""Andrew @ yhDVFE17BV"" (4.64) | #10 ""Dorothy @ wzpnFqlu9P"" (4.68)",2023-03-29T03:58:59.612Z,168006233961201
"-- starting hand #98 (id: xhdrbkj3fvyu)  (No Limit Texas Hold'em) (dealer: ""Jade @ xhsZ8jgTjv"") --",2023-03-29T03:58:59.612Z,168006233961200
"Undealt cards: 2♥, 10♥, 3♦ [10♠, 2♣]",2023-03-29T03:58:55.283Z,168006233528300
"-- ending hand #97 --",2023-03-29T03:58:53.683Z,168006233368302
"""Jade @ xhsZ8jgTjv"" collected 0.36 from pot",2023-03-29T03:58:53.683Z,168006233368301
"Uncalled bet of 0.52 returned to ""Jade @ xhsZ8jgTjv""",2023-03-29T03:58:53.683Z,168006233368300
"""qi @ ZzutxssYJ7"" folds",2023-03-29T03:58:52.834Z,168006233283400
"""Ayatollah cum @ kaPGto3RBb"" folds",2023-03-29T03:58:50.987Z,168006233098700
"""Joel @ DdWeAYaTSY"" folds",2023-03-29T03:58:13.351Z,168006229335100
"""sunny @ WuCshiDEpw"" folds",2023-03-29T03:58:12.400Z,168006229240000
"""ju @ dmawfvSpk0"" folds",2023-03-29T03:58:11.535Z,168006229153500
"""Andrew @ yhDVFE17BV"" folds",2023-03-29T03:58:09.700Z,168006228970000
"""Fred @ EWw5rDVNJX"" folds",2023-03-29T03:58:00.494Z,168006228049400
"""danial @ kMYSUvj9gu"" folds",2023-03-29T03:57:59.564Z,168006227956400
"""Jade @ xhsZ8jgTjv"" bets 0.52",2023-03-29T03:57:58.565Z,168006227856500
"Flop:  [2♥, 10♥, 3♦]",2023-03-29T03:57:50.428Z,168006227042800
"""danial @ kMYSUvj9gu"" checks",2023-03-29T03:57:49.581Z,168006226958100
"""Jade @ xhsZ8jgTjv"" calls 0.04",2023-03-29T03:57:46.704Z,168006226670400
"""qi @ ZzutxssYJ7"" calls 0.04",2023-03-29T03:57:45.415Z,168006226541500
"""Ayatollah cum @ kaPGto3RBb"" calls 0.04",2023-03-29T03:57:43.674Z,168006226367400
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-29T03:57:37.448Z,168006225744800
"""sunny @ WuCshiDEpw"" calls 0.04",2023-03-29T03:57:36.229Z,168006225622900
"""ju @ dmawfvSpk0"" calls 0.04",2023-03-29T03:57:35.064Z,168006225506400
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-29T03:57:33.671Z,168006225367100
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-29T03:57:32.813Z,168006225281300
"""Fred @ EWw5rDVNJX"" calls 0.04",2023-03-29T03:57:30.017Z,168006225001700
"""danial @ kMYSUvj9gu"" posts a big blind of 0.04",2023-03-29T03:57:28.523Z,168006224852313
"""Jade @ xhsZ8jgTjv"" posts a small blind of 0.02",2023-03-29T03:57:28.523Z,168006224852312
"Your hand is 7♥, 4♦",2023-03-29T03:57:28.523Z,168006224852310
"Player stacks: #1 ""ju @ dmawfvSpk0"" (4.32) | #2 ""sunny @ WuCshiDEpw"" (7.35) | #3 ""Joel @ DdWeAYaTSY"" (23.87) | #4 ""Ayatollah cum @ kaPGto3RBb"" (3.64) | #5 ""qi @ ZzutxssYJ7"" (14.89) | #6 ""Jade @ xhsZ8jgTjv"" (4.96) | #7 ""danial @ kMYSUvj9gu"" (21.21) | #8 ""Fred @ EWw5rDVNJX"" (5.40) | #9 ""Andrew @ yhDVFE17BV"" (4.68) | #10 ""Dorothy @ wzpnFqlu9P"" (4.68)",2023-03-29T03:57:28.523Z,168006224852301
"-- starting hand #97 (id: ug7halulqhks)  (No Limit Texas Hold'em) (dealer: ""qi @ ZzutxssYJ7"") --",2023-03-29T03:57:28.523Z,168006224852300
"""qi @ ZzutxssYJ7"" shows a 8♥, 4♦.",2023-03-29T03:57:25.122Z,168006224512200
