entry,at,order
"Flop:  [K♥, 9♣, A♣]",2023-03-22T03:59:13.696Z,167945755369600
"""Joel @ DdWeAYaTSY"" folds",2023-03-22T03:59:12.839Z,167945755283900
"""Danial @ kMYSUvj9gu"" folds",2023-03-22T03:59:11.943Z,167945755194300
"""Andrew @ yhDVFE17BV"" calls 0.30",2023-03-22T03:59:06.937Z,167945754693700
"""qipanda @ ZzutxssYJ7"" folds",2023-03-22T03:59:06.008Z,167945754600800
"""sunny @ WuCshiDEpw"" folds",2023-03-22T03:59:03.200Z,167945754320000
"""Juls @ dmawfvSpk0"" calls 0.30",2023-03-22T03:58:58.870Z,167945753887000
"""Fred @ EWw5rDVNJX"" raises to 0.30",2023-03-22T03:58:55.051Z,167945753505100
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-22T03:58:47.555Z,167945752755500
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-22T03:58:44.964Z,167945752496400
"""Danial @ kMYSUvj9gu"" posts a big blind of 0.04",2023-03-22T03:58:41.675Z,167945752167511
"""Andrew @ yhDVFE17BV"" posts a small blind of 0.02",2023-03-22T03:58:41.675Z,167945752167510
"Your hand is 6♠, 7♥",2023-03-22T03:58:41.675Z,167945752167505
"Player stacks: #2 ""Juls @ dmawfvSpk0"" (1.69) | #3 ""sunny @ WuCshiDEpw"" (17.95) | #5 ""qipanda @ ZzutxssYJ7"" (9.06) | #6 ""Andrew @ yhDVFE17BV"" (10.24) | #7 ""Danial @ kMYSUvj9gu"" (2.88) | #8 ""Dorothy @ wzpnFqlu9P"" (2.79) | #9 ""Joel @ DdWeAYaTSY"" (4.40) | #10 ""Fred @ EWw5rDVNJX"" (7.54)",2023-03-22T03:58:41.675Z,167945752167501
"-- starting hand #114 (id: bcr8jpmtqbst)  (No Limit Texas Hold'em) (dealer: ""qipanda @ ZzutxssYJ7"") --",2023-03-22T03:58:41.675Z,167945752167500
"""Andrew @ yhDVFE17BV"" shows a 9♦, J♦.",2023-03-22T03:58:36.823Z,167945751682300
"-- ending hand #113 --",2023-03-22T03:58:35.130Z,167945751513004
"""qipanda @ ZzutxssYJ7"" collected 0.98 from pot with Pair, A's (combination: A♠, A♣, K♣, J♠, 8♥)",2023-03-22T03:58:35.130Z,167945751513003
"""qipanda @ ZzutxssYJ7"" shows a A♠, 2♥.",2023-03-22T03:58:35.130Z,167945751513002
"""Juls @ dmawfvSpk0"" collected 0.98 from pot with Pair, A's (combination: A♥, A♣, K♣, J♠, 8♥)",2023-03-22T03:58:35.130Z,167945751513001
"""Juls @ dmawfvSpk0"" shows a A♥, 4♥.",2023-03-22T03:58:35.130Z,167945751513000
"""Juls @ dmawfvSpk0"" calls 0.04",2023-03-22T03:58:34.273Z,167945751427300
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-22T03:58:30.795Z,167945751079500
"""qipanda @ ZzutxssYJ7"" bets 0.04",2023-03-22T03:58:29.719Z,167945750971900
"River: J♠, 8♥, K♣, A♣ [3♥]",2023-03-22T03:58:25.821Z,167945750582100
"""Juls @ dmawfvSpk0"" calls 0.04",2023-03-22T03:58:25.013Z,167945750501300
"""Joel @ DdWeAYaTSY"" folds",2023-03-22T03:58:08.412Z,167945748841200
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-22T03:58:04.552Z,167945748455200
"""qipanda @ ZzutxssYJ7"" bets 0.04",2023-03-22T03:57:48.746Z,167945746874600
"Turn: J♠, 8♥, K♣ [A♣]",2023-03-22T03:57:34.174Z,167945745417400
"""Juls @ dmawfvSpk0"" checks",2023-03-22T03:57:33.277Z,167945745327700
"""Joel @ DdWeAYaTSY"" checks",2023-03-22T03:57:28.349Z,167945744834900
"""Andrew @ yhDVFE17BV"" checks",2023-03-22T03:57:22.263Z,167945744226300
"""qipanda @ ZzutxssYJ7"" checks",2023-03-22T03:57:18.419Z,167945743841900
"Flop:  [J♠, 8♥, K♣]",2023-03-22T03:57:10.631Z,167945743063100
"""Juls @ dmawfvSpk0"" calls 0.40",2023-03-22T03:57:09.807Z,167945742980700
"""Fred @ EWw5rDVNJX"" folds",2023-03-22T03:57:05.975Z,167945742597500
"""Joel @ DdWeAYaTSY"" calls 0.40",2023-03-22T03:57:05.038Z,167945742503800
"""Andrew @ yhDVFE17BV"" calls 0.40",2023-03-22T03:56:56.846Z,167945741684600
"""qipanda @ ZzutxssYJ7"" raises to 0.40",2023-03-22T03:56:55.035Z,167945741503500
"""sunny @ WuCshiDEpw"" folds",2023-03-22T03:56:46.342Z,167945740634200
"""Juls @ dmawfvSpk0"" calls 0.12",2023-03-22T03:56:43.673Z,167945740367300
"""Fred @ EWw5rDVNJX"" calls 0.12",2023-03-22T03:56:40.926Z,167945740092600
"""Joel @ DdWeAYaTSY"" raises to 0.12",2023-03-22T03:56:38.833Z,167945739883300
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-22T03:56:36.413Z,167945739641300
"""Danial @ kMYSUvj9gu"" folds",2023-03-22T03:56:34.957Z,167945739495700
"""Andrew @ yhDVFE17BV"" posts a big blind of 0.04",2023-03-22T03:56:31.886Z,167945739188611
"""qipanda @ ZzutxssYJ7"" posts a small blind of 0.02",2023-03-22T03:56:31.886Z,167945739188610
"Your hand is 9♦, J♦",2023-03-22T03:56:31.886Z,167945739188605
"Player stacks: #2 ""Juls @ dmawfvSpk0"" (1.19) | #3 ""sunny @ WuCshiDEpw"" (17.95) | #5 ""qipanda @ ZzutxssYJ7"" (8.56) | #6 ""Andrew @ yhDVFE17BV"" (10.72) | #7 ""Danial @ kMYSUvj9gu"" (2.88) | #8 ""Dorothy @ wzpnFqlu9P"" (2.79) | #9 ""Joel @ DdWeAYaTSY"" (4.80) | #10 ""Fred @ EWw5rDVNJX"" (7.66)",2023-03-22T03:56:31.886Z,167945739188601
"-- starting hand #113 (id: og7xk4vs2eyn)  (No Limit Texas Hold'em) (dealer: ""sunny @ WuCshiDEpw"") --",2023-03-22T03:56:31.886Z,167945739188600
"""sunny @ WuCshiDEpw"" shows a 10♠, 7♠.",2023-03-22T03:56:27.099Z,167945738709900
"Undealt cards: 9♠, 3♠, Q♠ [5♣, 7♦]",2023-03-22T03:56:26.212Z,167945738621200
"""Fred @ EWw5rDVNJX"" shows a K♠, A♣.",2023-03-22T03:56:25.890Z,167945738589000
"-- ending hand #112 --",2023-03-22T03:56:24.481Z,167945738448102
"""Fred @ EWw5rDVNJX"" collected 1.04 from pot",2023-03-22T03:56:24.481Z,167945738448101
"Uncalled bet of 1.50 returned to ""Fred @ EWw5rDVNJX""",2023-03-22T03:56:24.481Z,167945738448100
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-22T03:56:23.632Z,167945738363200
"""Andrew @ yhDVFE17BV"" folds",2023-03-22T03:56:17.174Z,167945737717400
"""Fred @ EWw5rDVNJX"" bets 1.50",2023-03-22T03:56:07.040Z,167945736704000
"""Dorothy @ wzpnFqlu9P"" checks",2023-03-22T03:55:55.477Z,167945735547700
"""Andrew @ yhDVFE17BV"" checks",2023-03-22T03:55:47.572Z,167945734757200
"Flop:  [9♠, 3♠, Q♠]",2023-03-22T03:55:39.051Z,167945733905100
"""Joel @ DdWeAYaTSY"" folds",2023-03-22T03:55:38.177Z,167945733817700
"""Dorothy @ wzpnFqlu9P"" calls 0.30",2023-03-22T03:55:37.276Z,167945733727600
"""Danial @ kMYSUvj9gu"" folds",2023-03-22T03:55:34.776Z,167945733477600
"""Andrew @ yhDVFE17BV"" calls 0.30",2023-03-22T03:55:31.539Z,167945733153900
"""qipanda @ ZzutxssYJ7"" folds",2023-03-22T03:55:30.658Z,167945733065800
"""sunny @ WuCshiDEpw"" folds",2023-03-22T03:55:26.639Z,167945732663900
"""Juls @ dmawfvSpk0"" folds",2023-03-22T03:55:25.493Z,167945732549300
"""Fred @ EWw5rDVNJX"" raises to 0.30",2023-03-22T03:55:21.412Z,167945732141200
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-22T03:55:18.840Z,167945731884000
"""Dorothy @ wzpnFqlu9P"" calls 0.04",2023-03-22T03:55:17.319Z,167945731731900
"""Danial @ kMYSUvj9gu"" calls 0.04",2023-03-22T03:55:11.738Z,167945731173800
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-22T03:55:10.820Z,167945731082000
"""qipanda @ ZzutxssYJ7"" posts a big blind of 0.04",2023-03-22T03:55:06.314Z,167945730631411
"""sunny @ WuCshiDEpw"" posts a small blind of 0.02",2023-03-22T03:55:06.314Z,167945730631410
"Your hand is 4♠, 6♦",2023-03-22T03:55:06.314Z,167945730631405
"Player stacks: #2 ""Juls @ dmawfvSpk0"" (1.19) | #3 ""sunny @ WuCshiDEpw"" (17.97) | #5 ""qipanda @ ZzutxssYJ7"" (8.60) | #6 ""Andrew @ yhDVFE17BV"" (11.02) | #7 ""Danial @ kMYSUvj9gu"" (2.92) | #8 ""Dorothy @ wzpnFqlu9P"" (3.09) | #9 ""Joel @ DdWeAYaTSY"" (4.84) | #10 ""Fred @ EWw5rDVNJX"" (6.92)",2023-03-22T03:55:06.314Z,167945730631401
"-- starting hand #112 (id: tfgealxrqfur)  (No Limit Texas Hold'em) (dealer: ""Juls @ dmawfvSpk0"") --",2023-03-22T03:55:06.314Z,167945730631400
"Undealt cards:  [6♦, 9♥, 3♥, A♠, 2♠]",2023-03-22T03:55:03.226Z,167945730322600
"-- ending hand #111 --",2023-03-22T03:55:00.405Z,167945730040502
"""qipanda @ ZzutxssYJ7"" collected 0.54 from pot",2023-03-22T03:55:00.405Z,167945730040501
"Uncalled bet of 0.32 returned to ""qipanda @ ZzutxssYJ7""",2023-03-22T03:55:00.405Z,167945730040500
"""sunny @ WuCshiDEpw"" folds",2023-03-22T03:54:59.539Z,167945729953900
"""Fred @ EWw5rDVNJX"" folds",2023-03-22T03:54:52.500Z,167945729250000
"""Danial @ kMYSUvj9gu"" folds",2023-03-22T03:54:51.543Z,167945729154300
"""Andrew @ yhDVFE17BV"" folds",2023-03-22T03:54:40.093Z,167945728009300
"""qipanda @ ZzutxssYJ7"" raises to 0.44",2023-03-22T03:54:37.064Z,167945727706400
"""sunny @ WuCshiDEpw"" calls 0.12",2023-03-22T03:54:29.429Z,167945726942900
"""Juls @ dmawfvSpk0"" folds",2023-03-22T03:54:26.826Z,167945726682600
"""Fred @ EWw5rDVNJX"" calls 0.12",2023-03-22T03:54:22.940Z,167945726294000
"""Joel @ DdWeAYaTSY"" folds",2023-03-22T03:54:22.075Z,167945726207500
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-22T03:54:21.133Z,167945726113300
"""Danial @ kMYSUvj9gu"" raises to 0.12",2023-03-22T03:54:20.252Z,167945726025200
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-22T03:54:16.240Z,167945725624000
"""qipanda @ ZzutxssYJ7"" calls 0.04",2023-03-22T03:54:15.354Z,167945725535400
"""sunny @ WuCshiDEpw"" posts a big blind of 0.04",2023-03-22T03:54:02.761Z,167945724276111
"""Juls @ dmawfvSpk0"" posts a small blind of 0.02",2023-03-22T03:54:02.761Z,167945724276110
"Your hand is 9♣, Q♠",2023-03-22T03:54:02.761Z,167945724276105
"Player stacks: #2 ""Juls @ dmawfvSpk0"" (1.21) | #3 ""sunny @ WuCshiDEpw"" (18.09) | #5 ""qipanda @ ZzutxssYJ7"" (8.18) | #6 ""Andrew @ yhDVFE17BV"" (11.06) | #7 ""Danial @ kMYSUvj9gu"" (3.04) | #8 ""Dorothy @ wzpnFqlu9P"" (3.09) | #9 ""Joel @ DdWeAYaTSY"" (4.84) | #10 ""Fred @ EWw5rDVNJX"" (7.04)",2023-03-22T03:54:02.761Z,167945724276101
"-- starting hand #111 (id: qpnuuvehvbsc)  (No Limit Texas Hold'em) (dealer: ""Fred @ EWw5rDVNJX"") --",2023-03-22T03:54:02.761Z,167945724276100
"""Danial @ kMYSUvj9gu"" shows a 6♣, J♠.",2023-03-22T03:54:00.838Z,167945724083800
"Undealt cards: J♦, 7♥, 8♠ [J♣, J♥]",2023-03-22T03:53:56.436Z,167945723643600
"""Joel @ DdWeAYaTSY"" shows a 9♦, 9♠.",2023-03-22T03:53:55.839Z,167945723583900
"-- ending hand #110 --",2023-03-22T03:53:55.404Z,167945723540402
"""Joel @ DdWeAYaTSY"" collected 1.10 from pot",2023-03-22T03:53:55.404Z,167945723540401
"Uncalled bet of 3.74 returned to ""Joel @ DdWeAYaTSY""",2023-03-22T03:53:55.404Z,167945723540400
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-22T03:53:54.589Z,167945723458900
"""Andrew @ yhDVFE17BV"" folds",2023-03-22T03:53:52.885Z,167945723288500
"""Joel @ DdWeAYaTSY"" bets 3.74 and go all in",2023-03-22T03:53:51.406Z,167945723140600
"""Dorothy @ wzpnFqlu9P"" checks",2023-03-22T03:53:49.171Z,167945722917100
"""Andrew @ yhDVFE17BV"" checks",2023-03-22T03:53:41.549Z,167945722154900
"Flop:  [J♦, 7♥, 8♠]",2023-03-22T03:53:37.188Z,167945721718800
"""Dorothy @ wzpnFqlu9P"" calls 0.32",2023-03-22T03:53:36.363Z,167945721636300
"""Andrew @ yhDVFE17BV"" calls 0.32",2023-03-22T03:53:22.466Z,167945720246600
"""qipanda @ ZzutxssYJ7"" folds",2023-03-22T03:53:12.740Z,167945719274000
"""sunny @ WuCshiDEpw"" folds",2023-03-22T03:53:11.789Z,167945719178900
"""Juls @ dmawfvSpk0"" folds",2023-03-22T03:53:09.192Z,167945718919200
"""Fred @ EWw5rDVNJX"" folds",2023-03-22T03:53:06.522Z,167945718652200
"""Joel @ DdWeAYaTSY"" raises to 0.32",2023-03-22T03:53:01.836Z,167945718183600
"""Dorothy @ wzpnFqlu9P"" calls 0.04",2023-03-22T03:52:55.788Z,167945717578800
"""Danial @ kMYSUvj9gu"" folds",2023-03-22T03:52:50.807Z,167945717080700
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-22T03:52:49.919Z,167945716991900
"""qipanda @ ZzutxssYJ7"" calls 0.04",2023-03-22T03:52:47.127Z,167945716712700
"""sunny @ WuCshiDEpw"" calls 0.04",2023-03-22T03:52:24.584Z,167945714458400
"""Juls @ dmawfvSpk0"" posts a big blind of 0.04",2023-03-22T03:52:23.048Z,167945714304811
"""Fred @ EWw5rDVNJX"" posts a small blind of 0.02",2023-03-22T03:52:23.048Z,167945714304810
"Your hand is Q♠, 5♦",2023-03-22T03:52:23.048Z,167945714304805
"Player stacks: #2 ""Juls @ dmawfvSpk0"" (1.25) | #3 ""sunny @ WuCshiDEpw"" (18.13) | #5 ""qipanda @ ZzutxssYJ7"" (8.22) | #6 ""Andrew @ yhDVFE17BV"" (11.38) | #7 ""Danial @ kMYSUvj9gu"" (3.04) | #8 ""Dorothy @ wzpnFqlu9P"" (3.41) | #9 ""Joel @ DdWeAYaTSY"" (4.06) | #10 ""Fred @ EWw5rDVNJX"" (7.06)",2023-03-22T03:52:23.048Z,167945714304801
"-- starting hand #110 (id: sbhbekkntbo4)  (No Limit Texas Hold'em) (dealer: ""Joel @ DdWeAYaTSY"") --",2023-03-22T03:52:23.048Z,167945714304800
"Undealt cards: 10♠, J♦, 4♣ [7♦, K♠]",2023-03-22T03:52:18.489Z,167945713848900
"-- ending hand #109 --",2023-03-22T03:52:17.106Z,167945713710602
"""qipanda @ ZzutxssYJ7"" collected 3.26 from pot",2023-03-22T03:52:17.106Z,167945713710601
"Uncalled bet of 1.25 returned to ""qipanda @ ZzutxssYJ7""",2023-03-22T03:52:17.106Z,167945713710600
"""Juls @ dmawfvSpk0"" folds",2023-03-22T03:52:16.245Z,167945713624500
"""qipanda @ ZzutxssYJ7"" raises to 2.49",2023-03-22T03:51:55.348Z,167945711534800
"""Juls @ dmawfvSpk0"" raises to 1.24",2023-03-22T03:51:44.550Z,167945710455000
"""qipanda @ ZzutxssYJ7"" raises to 0.72",2023-03-22T03:51:34.744Z,167945709474400
"""sunny @ WuCshiDEpw"" folds",2023-03-22T03:51:29.298Z,167945708929800
"""Juls @ dmawfvSpk0"" bets 0.20",2023-03-22T03:51:25.727Z,167945708572700
"Flop:  [10♠, J♦, 4♣]",2023-03-22T03:51:19.626Z,167945707962600
"""sunny @ WuCshiDEpw"" calls 0.24",2023-03-22T03:51:18.807Z,167945707880700
"""Juls @ dmawfvSpk0"" calls 0.24",2023-03-22T03:51:16.940Z,167945707694000
"""Fred @ EWw5rDVNJX"" folds",2023-03-22T03:51:13.455Z,167945707345500
"""Joel @ DdWeAYaTSY"" folds",2023-03-22T03:51:12.513Z,167945707251300
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-22T03:51:03.535Z,167945706353500
"""Danial @ kMYSUvj9gu"" folds",2023-03-22T03:51:02.653Z,167945706265300
"""Andrew @ yhDVFE17BV"" folds",2023-03-22T03:51:01.792Z,167945706179200
"""qipanda @ ZzutxssYJ7"" raises to 0.24",2023-03-22T03:50:56.646Z,167945705664600
"""sunny @ WuCshiDEpw"" calls 0.04",2023-03-22T03:50:51.472Z,167945705147200
"""Juls @ dmawfvSpk0"" calls 0.04",2023-03-22T03:50:48.557Z,167945704855700
"""Fred @ EWw5rDVNJX"" posts a big blind of 0.04",2023-03-22T03:50:46.186Z,167945704618611
"""Joel @ DdWeAYaTSY"" posts a small blind of 0.02",2023-03-22T03:50:46.186Z,167945704618610
"Your hand is 9♦, 6♣",2023-03-22T03:50:46.186Z,167945704618605
"Player stacks: #2 ""Juls @ dmawfvSpk0"" (2.73) | #3 ""sunny @ WuCshiDEpw"" (18.37) | #5 ""qipanda @ ZzutxssYJ7"" (6.44) | #6 ""Andrew @ yhDVFE17BV"" (11.38) | #7 ""Danial @ kMYSUvj9gu"" (3.04) | #8 ""Dorothy @ wzpnFqlu9P"" (3.41) | #9 ""Joel @ DdWeAYaTSY"" (4.08) | #10 ""Fred @ EWw5rDVNJX"" (7.10)",2023-03-22T03:50:46.186Z,167945704618601
"-- starting hand #109 (id: wgfxk3g7jq68)  (No Limit Texas Hold'em) (dealer: ""Dorothy @ wzpnFqlu9P"") --",2023-03-22T03:50:46.186Z,167945704618600
"""qipanda @ ZzutxssYJ7"" shows a 5♣, 4♥.",2023-03-22T03:50:44.659Z,167945704465900
"Undealt cards: 4♣, A♦, J♥, K♣ [5♠]",2023-03-22T03:50:40.204Z,167945704020400
"-- ending hand #108 --",2023-03-22T03:50:39.534Z,167945703953402
"""Joel @ DdWeAYaTSY"" collected 0.52 from pot",2023-03-22T03:50:39.534Z,167945703953401
"Uncalled bet of 0.43 returned to ""Joel @ DdWeAYaTSY""",2023-03-22T03:50:39.534Z,167945703953400
"""Andrew @ yhDVFE17BV"" folds",2023-03-22T03:50:38.725Z,167945703872500
"""Joel @ DdWeAYaTSY"" bets 0.43",2023-03-22T03:50:37.074Z,167945703707400
"Turn: 4♣, A♦, J♥ [K♣]",2023-03-22T03:50:27.721Z,167945702772100
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-22T03:50:26.868Z,167945702686800
"""Andrew @ yhDVFE17BV"" calls 0.16",2023-03-22T03:50:25.265Z,167945702526500
"""qipanda @ ZzutxssYJ7"" folds",2023-03-22T03:50:24.262Z,167945702426200
"""sunny @ WuCshiDEpw"" folds",2023-03-22T03:50:21.905Z,167945702190500
"""Joel @ DdWeAYaTSY"" bets 0.16",2023-03-22T03:50:17.453Z,167945701745300
"""Dorothy @ wzpnFqlu9P"" checks",2023-03-22T03:50:13.652Z,167945701365200
"Flop:  [4♣, A♦, J♥]",2023-03-22T03:50:08.910Z,167945700891000
"""Joel @ DdWeAYaTSY"" checks",2023-03-22T03:50:07.997Z,167945700799700
"""Dorothy @ wzpnFqlu9P"" calls 0.04",2023-03-22T03:50:05.806Z,167945700580600
"""Danial @ kMYSUvj9gu"" folds",2023-03-22T03:50:00.476Z,167945700047600
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-22T03:49:46.344Z,167945698634400
"""qipanda @ ZzutxssYJ7"" calls 0.04",2023-03-22T03:49:45.456Z,167945698545600
"""sunny @ WuCshiDEpw"" calls 0.04",2023-03-22T03:49:43.722Z,167945698372200
"""Juls @ dmawfvSpk0"" folds",2023-03-22T03:49:40.821Z,167945698082100
"""Fred @ EWw5rDVNJX"" folds",2023-03-22T03:49:37.980Z,167945697798000
"""Joel @ DdWeAYaTSY"" posts a big blind of 0.04",2023-03-22T03:49:33.283Z,167945697328311
"""Dorothy @ wzpnFqlu9P"" posts a small blind of 0.02",2023-03-22T03:49:33.283Z,167945697328310
"Your hand is 9♥, 7♥",2023-03-22T03:49:33.283Z,167945697328305
"Player stacks: #2 ""Juls @ dmawfvSpk0"" (2.73) | #3 ""sunny @ WuCshiDEpw"" (18.41) | #5 ""qipanda @ ZzutxssYJ7"" (6.48) | #6 ""Andrew @ yhDVFE17BV"" (11.58) | #7 ""Danial @ kMYSUvj9gu"" (3.04) | #8 ""Dorothy @ wzpnFqlu9P"" (3.45) | #9 ""Joel @ DdWeAYaTSY"" (3.76) | #10 ""Fred @ EWw5rDVNJX"" (7.10)",2023-03-22T03:49:33.283Z,167945697328301
"-- starting hand #108 (id: 7eb2hrh382dg)  (No Limit Texas Hold'em) (dealer: ""Danial @ kMYSUvj9gu"") --",2023-03-22T03:49:33.283Z,167945697328300
"""Fred @ EWw5rDVNJX"" shows a A♥, 5♠.",2023-03-22T03:49:32.013Z,167945697201300
"""Danial @ kMYSUvj9gu"" shows a K♠, A♦.",2023-03-22T03:49:30.178Z,167945697017800
"Undealt cards:  [J♣, A♠, 6♥, 4♣, 8♦]",2023-03-22T03:49:26.887Z,167945696688700
"-- ending hand #107 --",2023-03-22T03:49:25.947Z,167945696594702
"""Danial @ kMYSUvj9gu"" collected 0.16 from pot",2023-03-22T03:49:25.947Z,167945696594701
"Uncalled bet of 0.36 returned to ""Danial @ kMYSUvj9gu""",2023-03-22T03:49:25.947Z,167945696594700
"""Andrew @ yhDVFE17BV"" folds",2023-03-22T03:49:25.116Z,167945696511600
"""Fred @ EWw5rDVNJX"" folds",2023-03-22T03:49:24.167Z,167945696416700
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-22T03:49:22.927Z,167945696292700
