entry,at,order
"""sunny @ WuCshiDEpw"" folds",2023-03-22T03:28:11.164Z,167945569116400
"The admin approved the player ""Danial @ kMYSUvj9gu"" participation with a stack of 5.00.",2023-03-22T03:28:10.977Z,167945569097700
"""Juls @ dmawfvSpk0"" calls 0.04",2023-03-22T03:28:10.090Z,167945569009000
"The player ""Danial @ kMYSUvj9gu"" requested a seat.",2023-03-22T03:28:07.894Z,167945568789400
"""Fred @ EWw5rDVNJX"" calls 0.04",2023-03-22T03:28:06.333Z,167945568633300
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-22T03:28:05.367Z,167945568536700
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-22T03:28:03.513Z,167945568351300
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-22T03:28:01.198Z,167945568119800
"""qipanda @ ZzutxssYJ7"" posts a big blind of 0.04",2023-03-22T03:27:59.054Z,167945567905411
"""sunny @ WuCshiDEpw"" posts a small blind of 0.02",2023-03-22T03:27:59.054Z,167945567905410
"Your hand is 3♠, 8♠",2023-03-22T03:27:59.054Z,167945567905406
"Player stacks: #2 ""Juls @ dmawfvSpk0"" (3.26) | #3 ""sunny @ WuCshiDEpw"" (16.22) | #5 ""qipanda @ ZzutxssYJ7"" (5.54) | #6 ""Andrew @ yhDVFE17BV"" (10.65) | #8 ""Dorothy @ wzpnFqlu9P"" (4.37) | #9 ""Joel @ DdWeAYaTSY"" (4.32) | #10 ""Fred @ EWw5rDVNJX"" (7.19)",2023-03-22T03:27:59.054Z,167945567905402
"-- starting hand #96 (id: yejav69adgtq)  (No Limit Texas Hold'em) (dealer: ""Juls @ dmawfvSpk0"") --",2023-03-22T03:27:59.054Z,167945567905401
"The player ""Danial @ kMYSUvj9gu"" quits the game with a stack of 0.00.",2023-03-22T03:27:59.054Z,167945567905400
"""sunny @ WuCshiDEpw"" shows a A♦, 6♠.",2023-03-22T03:27:55.742Z,167945567574200
"""Andrew @ yhDVFE17BV"" shows a 7♦, 6♦.",2023-03-22T03:27:53.499Z,167945567349900
"-- ending hand #95 --",2023-03-22T03:27:52.027Z,167945567202701
"""Fred @ EWw5rDVNJX"" collected 4.84 from pot with Two Pair, 9's & 7's (combination: 9♣, 9♠, 7♣, 7♠, J♥)",2023-03-22T03:27:52.027Z,167945567202700
"River: J♥, 5♣, 9♠, 7♠ [8♣]",2023-03-22T03:27:48.008Z,167945566800800
"""Fred @ EWw5rDVNJX"" shows a 9♣, 7♣.",2023-03-22T03:27:43.998Z,167945566399801
"""Danial @ kMYSUvj9gu"" shows a A♣, J♣.",2023-03-22T03:27:43.998Z,167945566399800
"Some players choose to not run it twice.",2023-03-22T03:27:43.115Z,167945566311501
"""Danial @ kMYSUvj9gu"" chooses to not run it twice.",2023-03-22T03:27:43.115Z,167945566311500
"""Fred @ EWw5rDVNJX"" chooses to  run it twice.",2023-03-22T03:27:42.029Z,167945566202900
"Remaining players decide whether to run it twice.",2023-03-22T03:27:39.912Z,167945565991201
"""Fred @ EWw5rDVNJX"" calls 1.28",2023-03-22T03:27:39.912Z,167945565991200
"""Danial @ kMYSUvj9gu"" bets 1.28 and go all in",2023-03-22T03:27:28.279Z,167945564827900
"Turn: J♥, 5♣, 9♠ [7♠]",2023-03-22T03:27:21.891Z,167945564189100
"""Danial @ kMYSUvj9gu"" calls 0.57",2023-03-22T03:27:21.064Z,167945564106400
"""Andrew @ yhDVFE17BV"" folds",2023-03-22T03:27:14.888Z,167945563488800
"""sunny @ WuCshiDEpw"" folds",2023-03-22T03:26:56.275Z,167945561627500
"""Fred @ EWw5rDVNJX"" bets 0.57",2023-03-22T03:26:53.859Z,167945561385900
"""Danial @ kMYSUvj9gu"" checks",2023-03-22T03:26:48.397Z,167945560839700
"""Andrew @ yhDVFE17BV"" checks",2023-03-22T03:26:44.183Z,167945560418300
"""sunny @ WuCshiDEpw"" checks",2023-03-22T03:26:42.804Z,167945560280400
"Flop:  [J♥, 5♣, 9♠]",2023-03-22T03:26:38.037Z,167945559803700
"""Andrew @ yhDVFE17BV"" calls 0.28",2023-03-22T03:26:37.215Z,167945559721500
"""sunny @ WuCshiDEpw"" calls 0.28",2023-03-22T03:26:36.318Z,167945559631800
"""Juls @ dmawfvSpk0"" folds",2023-03-22T03:26:31.010Z,167945559101000
"""Fred @ EWw5rDVNJX"" calls 0.28",2023-03-22T03:26:27.370Z,167945558737000
"""Joel @ DdWeAYaTSY"" folds",2023-03-22T03:26:20.654Z,167945558065400
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-22T03:26:18.612Z,167945557861200
"""Danial @ kMYSUvj9gu"" raises to 0.28",2023-03-22T03:26:17.715Z,167945557771500
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-22T03:26:12.341Z,167945557234100
"""qipanda @ ZzutxssYJ7"" folds",2023-03-22T03:26:09.972Z,167945556997200
"""sunny @ WuCshiDEpw"" posts a big blind of 0.04",2023-03-22T03:26:04.549Z,167945556454911
"""Juls @ dmawfvSpk0"" posts a small blind of 0.02",2023-03-22T03:26:04.549Z,167945556454910
"Your hand is 7♦, 6♦",2023-03-22T03:26:04.549Z,167945556454905
"Player stacks: #2 ""Juls @ dmawfvSpk0"" (3.28) | #3 ""sunny @ WuCshiDEpw"" (16.50) | #5 ""qipanda @ ZzutxssYJ7"" (5.54) | #6 ""Andrew @ yhDVFE17BV"" (10.93) | #7 ""Danial @ kMYSUvj9gu"" (2.13) | #8 ""Dorothy @ wzpnFqlu9P"" (4.37) | #9 ""Joel @ DdWeAYaTSY"" (4.32) | #10 ""Fred @ EWw5rDVNJX"" (4.48)",2023-03-22T03:26:04.549Z,167945556454901
"-- starting hand #95 (id: hmhdsqyznyet)  (No Limit Texas Hold'em) (dealer: ""Fred @ EWw5rDVNJX"") --",2023-03-22T03:26:04.549Z,167945556454900
"""Andrew @ yhDVFE17BV"" shows a 8♠, 4♣.",2023-03-22T03:26:01.716Z,167945556171600
"Undealt cards: 6♠, 7♣, 8♦ [K♠, 8♣]",2023-03-22T03:26:00.712Z,167945556071200
"-- ending hand #94 --",2023-03-22T03:25:57.944Z,167945555794402
"""Andrew @ yhDVFE17BV"" collected 0.64 from pot",2023-03-22T03:25:57.944Z,167945555794401
"Uncalled bet of 0.64 returned to ""Andrew @ yhDVFE17BV""",2023-03-22T03:25:57.944Z,167945555794400
"""Juls @ dmawfvSpk0"" folds",2023-03-22T03:25:57.077Z,167945555707700
"""Fred @ EWw5rDVNJX"" folds",2023-03-22T03:25:19.596Z,167945551959600
"""Andrew @ yhDVFE17BV"" bets 0.64",2023-03-22T03:25:17.041Z,167945551704100
"""Juls @ dmawfvSpk0"" checks",2023-03-22T03:25:12.775Z,167945551277500
"""Fred @ EWw5rDVNJX"" checks",2023-03-22T03:25:05.129Z,167945550512900
"Flop:  [6♠, 7♣, 8♦]",2023-03-22T03:25:00.783Z,167945550078300
"""Fred @ EWw5rDVNJX"" calls 0.16",2023-03-22T03:24:59.969Z,167945549996900
"""Joel @ DdWeAYaTSY"" folds",2023-03-22T03:24:57.749Z,167945549774900
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-22T03:24:56.800Z,167945549680000
"""Danial @ kMYSUvj9gu"" folds",2023-03-22T03:24:55.348Z,167945549534800
"""Andrew @ yhDVFE17BV"" calls 0.16",2023-03-22T03:24:45.742Z,167945548574200
"""sunny @ WuCshiDEpw"" folds",2023-03-22T03:24:44.760Z,167945548476000
"""Juls @ dmawfvSpk0"" raises to 0.16",2023-03-22T03:24:41.368Z,167945548136800
"""Fred @ EWw5rDVNJX"" calls 0.04",2023-03-22T03:24:32.811Z,167945547281100
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-22T03:24:31.907Z,167945547190700
"""Dorothy @ wzpnFqlu9P"" calls 0.04",2023-03-22T03:24:30.046Z,167945547004600
"""Danial @ kMYSUvj9gu"" calls 0.04",2023-03-22T03:24:27.682Z,167945546768200
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-22T03:24:24.283Z,167945546428300
"""qipanda @ ZzutxssYJ7"" folds",2023-03-22T03:24:23.375Z,167945546337500
"""sunny @ WuCshiDEpw"" calls 0.04",2023-03-22T03:24:22.487Z,167945546248700
"""Juls @ dmawfvSpk0"" posts a big blind of 0.04",2023-03-22T03:24:08.073Z,167945544807311
"""Fred @ EWw5rDVNJX"" posts a small blind of 0.02",2023-03-22T03:24:08.073Z,167945544807310
"Your hand is 8♠, 4♣",2023-03-22T03:24:08.073Z,167945544807305
"Player stacks: #2 ""Juls @ dmawfvSpk0"" (3.44) | #3 ""sunny @ WuCshiDEpw"" (16.54) | #5 ""qipanda @ ZzutxssYJ7"" (5.54) | #6 ""Andrew @ yhDVFE17BV"" (10.45) | #7 ""Danial @ kMYSUvj9gu"" (2.17) | #8 ""Dorothy @ wzpnFqlu9P"" (4.41) | #9 ""Joel @ DdWeAYaTSY"" (4.36) | #10 ""Fred @ EWw5rDVNJX"" (4.64)",2023-03-22T03:24:08.073Z,167945544807301
"-- starting hand #94 (id: ozlamolz8odb)  (No Limit Texas Hold'em) (dealer: ""Joel @ DdWeAYaTSY"") --",2023-03-22T03:24:08.073Z,167945544807300
"Undealt cards: 5♦, 4♥, 10♦ [Q♦, 3♥]",2023-03-22T03:24:03.724Z,167945544372400
"-- ending hand #93 --",2023-03-22T03:24:02.130Z,167945544213002
"""Andrew @ yhDVFE17BV"" collected 1.04 from pot",2023-03-22T03:24:02.130Z,167945544213001
"Uncalled bet of 1.04 returned to ""Andrew @ yhDVFE17BV""",2023-03-22T03:24:02.130Z,167945544213000
"""qipanda @ ZzutxssYJ7"" folds",2023-03-22T03:24:01.234Z,167945544123400
"""Joel @ DdWeAYaTSY"" folds",2023-03-22T03:24:00.329Z,167945544032900
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-22T03:23:39.470Z,167945541947000
"""Andrew @ yhDVFE17BV"" bets 1.04",2023-03-22T03:23:37.610Z,167945541761000
"""qipanda @ ZzutxssYJ7"" checks",2023-03-22T03:23:33.470Z,167945541347000
"""Joel @ DdWeAYaTSY"" checks",2023-03-22T03:23:31.577Z,167945541157700
"Flop:  [5♦, 4♥, 10♦]",2023-03-22T03:23:29.562Z,167945540956200
"""Dorothy @ wzpnFqlu9P"" calls 0.24",2023-03-22T03:23:28.712Z,167945540871200
"""Andrew @ yhDVFE17BV"" calls 0.24",2023-03-22T03:23:26.776Z,167945540677600
"""qipanda @ ZzutxssYJ7"" calls 0.24",2023-03-22T03:23:24.647Z,167945540464700
"""sunny @ WuCshiDEpw"" folds",2023-03-22T03:23:23.467Z,167945540346700
"""Fred @ EWw5rDVNJX"" folds",2023-03-22T03:23:20.228Z,167945540022800
"""Joel @ DdWeAYaTSY"" raises to 0.24",2023-03-22T03:23:18.313Z,167945539831300
"""Dorothy @ wzpnFqlu9P"" calls 0.04",2023-03-22T03:23:13.930Z,167945539393000
"""Danial @ kMYSUvj9gu"" folds",2023-03-22T03:23:11.821Z,167945539182100
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-22T03:23:10.957Z,167945539095700
"""qipanda @ ZzutxssYJ7"" calls 0.04",2023-03-22T03:23:09.961Z,167945538996100
"""sunny @ WuCshiDEpw"" calls 0.04",2023-03-22T03:23:04.410Z,167945538441000
"""Juls @ dmawfvSpk0"" folds",2023-03-22T03:23:01.908Z,167945538190800
"""Fred @ EWw5rDVNJX"" posts a big blind of 0.04",2023-03-22T03:22:56.504Z,167945537650411
"""Joel @ DdWeAYaTSY"" posts a small blind of 0.02",2023-03-22T03:22:56.504Z,167945537650410
"Your hand is 6♦, 5♣",2023-03-22T03:22:56.504Z,167945537650405
"Player stacks: #2 ""Juls @ dmawfvSpk0"" (3.44) | #3 ""sunny @ WuCshiDEpw"" (16.58) | #5 ""qipanda @ ZzutxssYJ7"" (5.78) | #6 ""Andrew @ yhDVFE17BV"" (9.65) | #7 ""Danial @ kMYSUvj9gu"" (2.17) | #8 ""Dorothy @ wzpnFqlu9P"" (4.65) | #9 ""Joel @ DdWeAYaTSY"" (4.60) | #10 ""Fred @ EWw5rDVNJX"" (4.68)",2023-03-22T03:22:56.504Z,167945537650401
"-- starting hand #93 (id: kygqdrbrthkv)  (No Limit Texas Hold'em) (dealer: ""Dorothy @ wzpnFqlu9P"") --",2023-03-22T03:22:56.504Z,167945537650400
"-- ending hand #92 --",2023-03-22T03:22:50.483Z,167945537048302
"""Dorothy @ wzpnFqlu9P"" collected 1.44 from pot with Flush, Jc High (combination: J♣, 10♣, 9♣, 8♣, 6♣)",2023-03-22T03:22:50.483Z,167945537048301
"""Dorothy @ wzpnFqlu9P"" shows a 10♣, J♣.",2023-03-22T03:22:50.483Z,167945537048300
"""Andrew @ yhDVFE17BV"" calls 0.48",2023-03-22T03:22:49.669Z,167945536966900
"""Dorothy @ wzpnFqlu9P"" bets 0.48",2023-03-22T03:22:48.572Z,167945536857200
"River: 8♣, 8♦, 9♣, 6♣ [Q♦]",2023-03-22T03:22:37.447Z,167945535744700
"""Andrew @ yhDVFE17BV"" calls 0.16",2023-03-22T03:22:36.499Z,167945535649900
"""sunny @ WuCshiDEpw"" folds",2023-03-22T03:22:35.482Z,167945535548200
"""Joel @ DdWeAYaTSY"" folds",2023-03-22T03:22:34.513Z,167945535451300
"""Dorothy @ wzpnFqlu9P"" bets 0.16",2023-03-22T03:22:29.453Z,167945534945300
"Turn: 8♣, 8♦, 9♣ [6♣]",2023-03-22T03:22:11.278Z,167945533127800
"""Andrew @ yhDVFE17BV"" checks",2023-03-22T03:22:10.463Z,167945533046300
"""sunny @ WuCshiDEpw"" checks",2023-03-22T03:22:09.514Z,167945532951400
"""Joel @ DdWeAYaTSY"" checks",2023-03-22T03:22:01.148Z,167945532114800
"""Dorothy @ wzpnFqlu9P"" checks",2023-03-22T03:21:57.961Z,167945531796100
"Flop:  [8♣, 8♦, 9♣]",2023-03-22T03:21:52.990Z,167945531299000
"""Joel @ DdWeAYaTSY"" checks",2023-03-22T03:21:52.139Z,167945531213900
"""Dorothy @ wzpnFqlu9P"" calls 0.04",2023-03-22T03:21:50.236Z,167945531023600
"""Danial @ kMYSUvj9gu"" folds",2023-03-22T03:21:47.234Z,167945530723400
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-22T03:21:46.296Z,167945530629600
"""qipanda @ ZzutxssYJ7"" folds",2023-03-22T03:21:45.405Z,167945530540500
"""sunny @ WuCshiDEpw"" calls 0.04",2023-03-22T03:21:44.252Z,167945530425200
"""Juls @ dmawfvSpk0"" folds",2023-03-22T03:21:41.206Z,167945530120600
"""Fred @ EWw5rDVNJX"" folds",2023-03-22T03:21:36.101Z,167945529610100
"""Joel @ DdWeAYaTSY"" posts a big blind of 0.04",2023-03-22T03:21:29.973Z,167945528997311
"""Dorothy @ wzpnFqlu9P"" posts a small blind of 0.02",2023-03-22T03:21:29.973Z,167945528997310
"Your hand is Q♥, 6♦",2023-03-22T03:21:29.973Z,167945528997305
"Player stacks: #2 ""Juls @ dmawfvSpk0"" (3.44) | #3 ""sunny @ WuCshiDEpw"" (16.62) | #5 ""qipanda @ ZzutxssYJ7"" (5.78) | #6 ""Andrew @ yhDVFE17BV"" (10.33) | #7 ""Danial @ kMYSUvj9gu"" (2.17) | #8 ""Dorothy @ wzpnFqlu9P"" (3.89) | #9 ""Joel @ DdWeAYaTSY"" (4.64) | #10 ""Fred @ EWw5rDVNJX"" (4.68)",2023-03-22T03:21:29.973Z,167945528997301
"-- starting hand #92 (id: zr40do4kwhes)  (No Limit Texas Hold'em) (dealer: ""Danial @ kMYSUvj9gu"") --",2023-03-22T03:21:29.973Z,167945528997300
"Undealt cards: 2♣, 9♦, 4♦, 5♣ [4♥]",2023-03-22T03:21:26.210Z,167945528621000
"-- ending hand #91 --",2023-03-22T03:21:24.065Z,167945528406502
"""qipanda @ ZzutxssYJ7"" collected 1.60 from pot",2023-03-22T03:21:24.065Z,167945528406501
"Uncalled bet of 4.18 returned to ""qipanda @ ZzutxssYJ7""",2023-03-22T03:21:24.065Z,167945528406500
"""sunny @ WuCshiDEpw"" folds",2023-03-22T03:21:23.243Z,167945528324300
"""Joel @ DdWeAYaTSY"" folds",2023-03-22T03:21:20.914Z,167945528091400
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-22T03:21:20.018Z,167945528001800
"""qipanda @ ZzutxssYJ7"" bets 4.18 and go all in",2023-03-22T03:21:04.082Z,167945526408200
"""sunny @ WuCshiDEpw"" checks",2023-03-22T03:21:01.978Z,167945526197800
"""Joel @ DdWeAYaTSY"" checks",2023-03-22T03:20:59.658Z,167945525965800
"""Dorothy @ wzpnFqlu9P"" checks",2023-03-22T03:20:55.252Z,167945525525200
"Turn: 2♣, 9♦, 4♦ [5♣]",2023-03-22T03:20:51.739Z,167945525173900
"""Dorothy @ wzpnFqlu9P"" calls 0.32",2023-03-22T03:20:50.817Z,167945525081700
"""Danial @ kMYSUvj9gu"" folds",2023-03-22T03:20:49.907Z,167945524990700
"""Andrew @ yhDVFE17BV"" folds",2023-03-22T03:20:48.596Z,167945524859600
"""qipanda @ ZzutxssYJ7"" calls 0.32",2023-03-22T03:20:47.663Z,167945524766300
"""sunny @ WuCshiDEpw"" calls 0.32",2023-03-22T03:20:33.729Z,167945523372900
"""Joel @ DdWeAYaTSY"" raises to 0.32",2023-03-22T03:20:24.512Z,167945522451200
"""Dorothy @ wzpnFqlu9P"" calls 0.08",2023-03-22T03:20:13.728Z,167945521372800
"""Danial @ kMYSUvj9gu"" bets 0.08",2023-03-22T03:20:07.280Z,167945520728000
"Flop:  [2♣, 9♦, 4♦]",2023-03-22T03:19:58.551Z,167945519855100
"""Dorothy @ wzpnFqlu9P"" checks",2023-03-22T03:19:57.684Z,167945519768400
"""Danial @ kMYSUvj9gu"" calls 0.04",2023-03-22T03:19:52.806Z,167945519280600
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-22T03:19:49.003Z,167945518900300
"""qipanda @ ZzutxssYJ7"" calls 0.04",2023-03-22T03:19:46.791Z,167945518679100
"""sunny @ WuCshiDEpw"" calls 0.04",2023-03-22T03:19:42.240Z,167945518224000
"""Juls @ dmawfvSpk0"" folds",2023-03-22T03:19:37.106Z,167945517710600
"""Fred @ EWw5rDVNJX"" folds",2023-03-22T03:19:33.277Z,167945517327700
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-22T03:19:30.441Z,167945517044100
"""Dorothy @ wzpnFqlu9P"" posts a big blind of 0.04",2023-03-22T03:19:28.537Z,167945516853712
"""Danial @ kMYSUvj9gu"" posts a small blind of 0.02",2023-03-22T03:19:28.537Z,167945516853711
"Your hand is J♣, 5♦",2023-03-22T03:19:28.537Z,167945516853706
"Player stacks: #2 ""Juls @ dmawfvSpk0"" (3.44) | #3 ""sunny @ WuCshiDEpw"" (16.98) | #5 ""qipanda @ ZzutxssYJ7"" (4.54) | #6 ""Andrew @ yhDVFE17BV"" (10.37) | #7 ""Danial @ kMYSUvj9gu"" (2.29) | #8 ""Dorothy @ wzpnFqlu9P"" (4.25) | #9 ""Joel @ DdWeAYaTSY"" (5.00) | #10 ""Fred @ EWw5rDVNJX"" (4.68)",2023-03-22T03:19:28.537Z,167945516853702
"-- starting hand #91 (id: tc56um2ydxx1)  (No Limit Texas Hold'em) (dealer: ""Andrew @ yhDVFE17BV"") --",2023-03-22T03:19:28.537Z,167945516853701
"The player ""Joel @ DdWeAYaTSY"" joined the game with a stack of 5.00.",2023-03-22T03:19:28.537Z,167945516853700
"-- ending hand #90 --",2023-03-22T03:19:22.532Z,167945516253203
"""Fred @ EWw5rDVNJX"" shows a 7♦, K♦.",2023-03-22T03:19:22.532Z,167945516253202
"""sunny @ WuCshiDEpw"" collected 0.84 from pot with Pair, J's (combination: J♣, J♥, Q♣, 8♠, 7♣)",2023-03-22T03:19:22.532Z,167945516253201
"""sunny @ WuCshiDEpw"" shows a J♣, 4♣.",2023-03-22T03:19:22.532Z,167945516253200
"""sunny @ WuCshiDEpw"" checks",2023-03-22T03:19:21.717Z,167945516171700
"""Fred @ EWw5rDVNJX"" checks",2023-03-22T03:19:20.239Z,167945516023900
"River: Q♣, 7♣, 2♠, J♥ [8♠]",2023-03-22T03:19:18.324Z,167945515832400
"""sunny @ WuCshiDEpw"" checks",2023-03-22T03:19:17.431Z,167945515743100
"""Fred @ EWw5rDVNJX"" checks",2023-03-22T03:19:16.336Z,167945515633600
"Turn: Q♣, 7♣, 2♠ [J♥]",2023-03-22T03:19:12.817Z,167945515281700
"""Fred @ EWw5rDVNJX"" calls 0.28",2023-03-22T03:19:11.994Z,167945515199400
"""Dorothy @ wzpnFqlu9P"" folds",2023-03-22T03:19:10.541Z,167945515054100
"""Danial @ kMYSUvj9gu"" folds",2023-03-22T03:18:49.761Z,167945512976100
"""Andrew @ yhDVFE17BV"" folds",2023-03-22T03:18:48.873Z,167945512887300
"""qipanda @ ZzutxssYJ7"" folds",2023-03-22T03:18:47.932Z,167945512793200
"""sunny @ WuCshiDEpw"" raises to 0.28",2023-03-22T03:18:47.011Z,167945512701100
"""Juls @ dmawfvSpk0"" folds",2023-03-22T03:18:44.456Z,167945512445600
"""Fred @ EWw5rDVNJX"" bets 0.14",2023-03-22T03:18:37.547Z,167945511754700
"""Dorothy @ wzpnFqlu9P"" checks",2023-03-22T03:18:34.943Z,167945511494300
"""Danial @ kMYSUvj9gu"" checks",2023-03-22T03:18:32.738Z,167945511273800
"""Andrew @ yhDVFE17BV"" checks",2023-03-22T03:18:31.828Z,167945511182800
"Flop:  [Q♣, 7♣, 2♠]",2023-03-22T03:18:28.077Z,167945510807700
"""Danial @ kMYSUvj9gu"" checks",2023-03-22T03:18:27.215Z,167945510721500
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-22T03:18:10.218Z,167945509021800
"""qipanda @ ZzutxssYJ7"" calls 0.04",2023-03-22T03:18:09.319Z,167945508931900
"""sunny @ WuCshiDEpw"" calls 0.04",2023-03-22T03:18:05.542Z,167945508554200
"""Juls @ dmawfvSpk0"" calls 0.04",2023-03-22T03:18:04.048Z,167945508404800
"""Fred @ EWw5rDVNJX"" calls 0.04",2023-03-22T03:18:00.580Z,167945508058000
"""Dorothy @ wzpnFqlu9P"" calls 0.04",2023-03-22T03:17:58.780Z,167945507878000
"The admin approved the player ""Joel @ DdWeAYaTSY"" participation with a stack of 5.00.",2023-03-22T03:17:52.598Z,167945507259800
"The player ""Joel @ DdWeAYaTSY"" requested a seat.",2023-03-22T03:17:49.482Z,167945506948200
"""Danial @ kMYSUvj9gu"" posts a big blind of 0.04",2023-03-22T03:17:45.212Z,167945506521212
"""Andrew @ yhDVFE17BV"" posts a small blind of 0.02",2023-03-22T03:17:45.212Z,167945506521211
"Your hand is 5♠, 9♣",2023-03-22T03:17:45.212Z,167945506521207
"Player stacks: #2 ""Juls @ dmawfvSpk0"" (3.48) | #3 ""sunny @ WuCshiDEpw"" (16.46) | #5 ""qipanda @ ZzutxssYJ7"" (4.58) | #6 ""Andrew @ yhDVFE17BV"" (10.41) | #7 ""Danial @ kMYSUvj9gu"" (2.33) | #8 ""Dorothy @ wzpnFqlu9P"" (4.29) | #10 ""Fred @ EWw5rDVNJX"" (5.00)",2023-03-22T03:17:45.212Z,167945506521203
"-- starting hand #90 (id: pnoqgyxbelxz)  (No Limit Texas Hold'em) (dealer: ""qipanda @ ZzutxssYJ7"") --",2023-03-22T03:17:45.212Z,167945506521202
"The player ""Fred @ EWw5rDVNJX"" joined the game with a stack of 5.00.",2023-03-22T03:17:45.212Z,167945506521201
"The player ""Joel @ DdWeAYaTSY"" quits the game with a stack of 0.00.",2023-03-22T03:17:45.212Z,167945506521200
"-- ending hand #89 --",2023-03-22T03:17:39.204Z,167945505920403
"""Joel @ DdWeAYaTSY"" shows a 3♠, 5♠.",2023-03-22T03:17:39.204Z,167945505920402
"""Dorothy @ wzpnFqlu9P"" collected 2.48 from pot with Three of a Kind, A's (combination: A♣, A♥, A♠, 9♠, 7♥)",2023-03-22T03:17:39.204Z,167945505920401
"""Dorothy @ wzpnFqlu9P"" shows a 9♠, A♣.",2023-03-22T03:17:39.204Z,167945505920400
"""Dorothy @ wzpnFqlu9P"" calls 1.06",2023-03-22T03:17:38.386Z,167945505838600
"""Andrew @ yhDVFE17BV"" folds",2023-03-22T03:17:36.827Z,167945505682700
"""Juls @ dmawfvSpk0"" folds",2023-03-22T03:17:35.755Z,167945505575500
"""Joel @ DdWeAYaTSY"" raises to 1.06 and go all in",2023-03-22T03:17:30.996Z,167945505099600
"""Dorothy @ wzpnFqlu9P"" bets 0.36",2023-03-22T03:17:13.505Z,167945503350500
"""Andrew @ yhDVFE17BV"" checks",2023-03-22T03:17:07.231Z,167945502723100
"River: A♥, A♠, 4♣, 7♥ [3♣]",2023-03-22T03:17:04.586Z,167945502458600
"""Andrew @ yhDVFE17BV"" calls 0.04",2023-03-22T03:17:03.701Z,167945502370100
"""qipanda @ ZzutxssYJ7"" folds",2023-03-22T03:17:02.677Z,167945502267700
"""Juls @ dmawfvSpk0"" calls 0.04",2023-03-22T03:16:57.977Z,167945501797700
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-22T03:16:53.838Z,167945501383800
"""Dorothy @ wzpnFqlu9P"" bets 0.04",2023-03-22T03:16:47.709Z,167945500770900
"""Andrew @ yhDVFE17BV"" checks",2023-03-22T03:16:44.619Z,167945500461900
"""qipanda @ ZzutxssYJ7"" checks",2023-03-22T03:16:43.756Z,167945500375600
"Turn: A♥, A♠, 4♣ [7♥]",2023-03-22T03:16:40.082Z,167945500008200
"""Juls @ dmawfvSpk0"" checks",2023-03-22T03:16:39.204Z,167945499920400
"""Joel @ DdWeAYaTSY"" checks",2023-03-22T03:16:34.343Z,167945499434300
"""Dorothy @ wzpnFqlu9P"" checks",2023-03-22T03:16:32.952Z,167945499295200
"""Andrew @ yhDVFE17BV"" checks",2023-03-22T03:16:29.188Z,167945498918800
"""qipanda @ ZzutxssYJ7"" checks",2023-03-22T03:16:27.095Z,167945498709500
"Flop:  [A♥, A♠, 4♣]",2023-03-22T03:16:17.760Z,167945497776000
"""Andrew @ yhDVFE17BV"" checks",2023-03-22T03:16:16.937Z,167945497693700
"""qipanda @ ZzutxssYJ7"" calls 0.04",2023-03-22T03:16:15.188Z,167945497518800
"The admin approved the player ""Fred @ EWw5rDVNJX"" participation with a stack of 5.00.",2023-03-22T03:16:06.429Z,167945496642900
"""sunny @ WuCshiDEpw"" folds",2023-03-22T03:16:00.532Z,167945496053200
"""Juls @ dmawfvSpk0"" calls 0.04",2023-03-22T03:15:59.685Z,167945495968500
"The player ""Fred @ EWw5rDVNJX"" requested a seat.",2023-03-22T03:15:59.572Z,167945495957200
"""Joel @ DdWeAYaTSY"" calls 0.04",2023-03-22T03:15:57.192Z,167945495719200
"""Dorothy @ wzpnFqlu9P"" calls 0.04",2023-03-22T03:15:56.004Z,167945495600400
"""Danial @ kMYSUvj9gu"" folds",2023-03-22T03:15:53.932Z,167945495393200
"""Andrew @ yhDVFE17BV"" posts a big blind of 0.04",2023-03-22T03:15:51.945Z,167945495194511
"""qipanda @ ZzutxssYJ7"" posts a small blind of 0.02",2023-03-22T03:15:51.945Z,167945495194510
"Your hand is 3♦, J♥",2023-03-22T03:15:51.945Z,167945495194506
"Player stacks: #2 ""Juls @ dmawfvSpk0"" (3.56) | #3 ""sunny @ WuCshiDEpw"" (16.46) | #5 ""qipanda @ ZzutxssYJ7"" (4.62) | #6 ""Andrew @ yhDVFE17BV"" (10.49) | #7 ""Danial @ kMYSUvj9gu"" (2.33) | #8 ""Dorothy @ wzpnFqlu9P"" (2.95) | #9 ""Joel @ DdWeAYaTSY"" (1.14)",2023-03-22T03:15:51.945Z,167945495194502
